165,Vietnam,Y,2019-06-12,June 2019,1718,Total,0.88,0.00,6.95,6.60,0.00,0.00,1.24,NULL,NULL,NULL,NULL,NULL,NULL,NULL
166,Bangladesh,Y,2019-06-12,June 2019,1718,Total,1.63,0.14,7.60,7.50,0.00,0.01,1.86,NULL,NULL,NULL,NULL,NULL,NULL,NULL
167,Thailand,Y,2019-06-12,June 2019,1718,Total,0.20,0.00,1.15,1.13,0.00,0.03,0.20,NULL,NULL,NULL,NULL,NULL,NULL,NULL
168,Indonesia,Y,2019-06-12,June 2019,1718,Total,0.62,0.00,3.50,3.50,0.01,0.00,0.62,NULL,NULL,NULL,NULL,NULL,NULL,NULL
169,Pakistan,Y,2019-06-12,June 2019,1718,Total,2.32,8.20,3.30,10.80,0.16,0.03,2.83,NULL,NULL,NULL,NULL,NULL,NULL,NULL
170,Turkey,Y,2019-06-12,June 2019,1718,Total,1.53,4.00,4.02,7.45,0.33,0.00,1.78,NULL,NULL,NULL,NULL,NULL,NULL,NULL
171,European Union,Y,2019-06-12,June 2019,1718,Total,0.18,1.53,0.73,0.76,1.37,0.06,0.25,NULL,NULL,NULL,NULL,NULL,NULL,NULL
172,China,Y,2019-06-12,June 2019,1718,Total,45.92,27.50,5.73,41.00,0.13,0.00,38.02,NULL,NULL,NULL,NULL,NULL,NULL,NULL
173,Mexico,Y,2019-06-12,June 2019,1718,Total,0.45,1.56,0.93,1.90,0.35,0.03,0.66,NULL,NULL,NULL,NULL,NULL,NULL,NULL
174,Major Importers,Y,2019-06-12,June 2019,1718,Total,54.17,42.93,35.91,82.66,2.34,0.15,47.86,NULL,NULL,NULL,NULL,NULL,NULL,NULL
175,India,Y,2019-06-12,June 2019,1718,Total,7.88,29.00,1.68,24.15,5.18,0.00,9.23,NULL,NULL,NULL,NULL,NULL,NULL,NULL
176,Brazil,Y,2019-06-12,June 2019,1718,Total,6.93,9.22,0.08,3.40,4.17,0.00,8.66,NULL,NULL,NULL,NULL,NULL,NULL,NULL
177,Australia,Y,2019-06-12,June 2019,1718,Total,2.19,4.80,0.00,0.04,3.92,0.00,3.04,NULL,NULL,NULL,NULL,NULL,NULL,NULL
178,S. Hemis.,Y,2019-06-12,June 2019,1718,Total,10.21,15.70,0.24,4.44,8.63,0.01,13.07,NULL,NULL,NULL,NULL,NULL,NULL,NULL
179,Afr. Fr. Zone,Y,2019-06-12,June 2019,1718,Total,1.46,5.44,0.00,0.14,5.06,0.00,1.70,NULL,NULL,NULL,NULL,NULL,NULL,NULL
180,Central Asia,Y,2019-06-12,June 2019,1718,Total,2.18,6.50,0.00,3.38,2.60,0.00,2.71,NULL,NULL,NULL,NULL,NULL,NULL,NULL
181,Major Exporters,Y,2019-06-12,June 2019,1718,Total,21.94,57.10,2.46,32.75,21.79,0.02,26.94,NULL,NULL,NULL,NULL,NULL,NULL,NULL
182,Total Foreign,Y,2019-06-12,June 2019,1718,Total,77.56,102.86,41.02,119.45,25.17,0.17,76.64,NULL,NULL,NULL,NULL,NULL,NULL,NULL
183,United States,Y,2019-06-12,June 2019,1718,Total,2.75,20.92,0.00,3.23,15.85,0.30,4.30,NULL,NULL,NULL,NULL,NULL,NULL,NULL
184,World Less China,Y,2019-06-12,June 2019,1718,Total,34.39,96.28,35.29,81.68,40.89,0.47,42.92,NULL,NULL,NULL,NULL,NULL,NULL,NULL
185,World,Y,2019-06-12,June 2019,1718,Total,80.31,123.78,41.02,122.68,41.02,0.47,80.94,NULL,NULL,NULL,NULL,NULL,NULL,NULL
186,Vietnam,Y,2019-06-12,June 2019,1819,Total,1.24,0.00,7.10,7.10,0.00,0.00,1.24,NULL,NULL,NULL,NULL,NULL,NULL,NULL
187,Bangladesh,Y,2019-06-12,June 2019,1819,Total,1.86,0.14,8.00,8.00,0.00,0.01,1.98,NULL,NULL,NULL,NULL,NULL,NULL,NULL
188,Thailand,Y,2019-06-12,June 2019,1819,Total,0.20,0.00,1.18,1.15,0.00,0.03,0.20,NULL,NULL,NULL,NULL,NULL,NULL,NULL
189,Indonesia,Y,2019-06-12,June 2019,1819,Total,0.62,0.00,3.10,3.10,0.01,0.00,0.61,NULL,NULL,NULL,NULL,NULL,NULL,NULL
190,Pakistan,Y,2019-06-12,June 2019,1819,Total,2.83,7.70,3.00,10.60,0.08,0.03,2.83,NULL,NULL,NULL,NULL,NULL,NULL,NULL
191,Turkey,Y,2019-06-12,June 2019,1819,Total,1.78,3.70,3.20,6.60,0.45,0.00,1.63,NULL,NULL,NULL,NULL,NULL,NULL,NULL
192,European Union,Y,2019-06-12,June 2019,1819,Total,0.25,1.72,0.69,0.75,1.60,0.05,0.26,NULL,NULL,NULL,NULL,NULL,NULL,NULL
193,China,Y,2019-06-12,June 2019,1819,Total,38.02,27.75,8.75,40.00,0.15,0.00,34.37,NULL,NULL,NULL,NULL,NULL,NULL,NULL
194,Mexico,Y,2019-06-12,June 2019,1819,Total,0.66,1.69,0.85,1.95,0.50,0.03,0.72,NULL,NULL,NULL,NULL,NULL,NULL,NULL
195,Major Importers,Y,2019-06-12,June 2019,1819,Total,47.86,42.70,37.72,81.13,2.78,0.14,44.23,NULL,NULL,NULL,NULL,NULL,NULL,NULL
196,India,Y,2019-06-12,June 2019,1819,Total,9.23,26.00,1.55,24.80,4.20,0.00,7.78,NULL,NULL,NULL,NULL,NULL,NULL,NULL
197,Brazil,Y,2019-06-12,June 2019,1819,Total,8.66,12.80,0.05,3.50,5.80,0.00,12.21,NULL,NULL,NULL,NULL,NULL,NULL,NULL
198,Australia,Y,2019-06-12,June 2019,1819,Total,3.04,2.40,0.00,0.04,4.20,0.00,1.20,NULL,NULL,NULL,NULL,NULL,NULL,NULL
199,S. Hemis.,Y,2019-06-12,June 2019,1819,Total,13.07,17.36,0.19,4.56,11.19,0.01,14.86,NULL,NULL,NULL,NULL,NULL,NULL,NULL
200,Afr. Fr. Zone,Y,2019-06-12,June 2019,1819,Total,1.70,5.41,0.00,0.14,5.37,0.00,1.59,NULL,NULL,NULL,NULL,NULL,NULL,NULL
201,Central Asia,Y,2019-06-12,June 2019,1819,Total,2.71,5.48,0.00,3.70,2.20,0.00,2.29,NULL,NULL,NULL,NULL,NULL,NULL,NULL
202,Major Exporters,Y,2019-06-12,June 2019,1819,Total,26.94,54.88,2.19,33.86,23.40,0.02,26.73,NULL,NULL,NULL,NULL,NULL,NULL,NULL
203,Total Foreign,Y,2019-06-12,June 2019,1819,Total,76.64,100.50,42.45,119.21,27.35,0.16,72.88,NULL,NULL,NULL,NULL,NULL,NULL,NULL
204,United States,Y,2019-06-12,June 2019,1819,Total,4.30,18.37,0.01,3.10,14.75,0.17,4.65,NULL,NULL,NULL,NULL,NULL,NULL,NULL
205,World Less China,Y,2019-06-12,June 2019,1819,Total,42.92,91.12,33.71,82.31,41.95,0.33,43.16,NULL,NULL,NULL,NULL,NULL,NULL,NULL
206,World,Y,2019-06-12,June 2019,1819,Total,80.94,118.87,42.46,122.31,42.10,0.33,77.53,NULL,NULL,NULL,NULL,NULL,NULL,NULL
207,Vietnam,Y,2019-06-12,June 2019,1920,Jun,1.24,0.00,7.60,7.50,0.00,0.00,1.34,NULL,NULL,NULL,NULL,NULL,NULL,NULL
208,Vietnam,Y,2019-06-12,June 2019,1920,May,1.29,0.00,7.60,7.60,0.00,0.00,1.29,NULL,NULL,NULL,NULL,NULL,NULL,NULL
209,Bangladesh,Y,2019-06-12,June 2019,1920,Jun,1.98,0.14,8.30,8.30,0.00,0.01,2.11,NULL,NULL,NULL,NULL,NULL,NULL,NULL
210,Bangladesh,Y,2019-06-12,June 2019,1920,May,1.98,0.14,8.40,8.40,0.00,0.01,2.11,NULL,NULL,NULL,NULL,NULL,NULL,NULL
211,Thailand,Y,2019-06-12,June 2019,1920,Jun,0.20,0.00,1.18,1.15,0.00,0.03,0.21,NULL,NULL,NULL,NULL,NULL,NULL,NULL
212,Thailand,Y,2019-06-12,June 2019,1920,May,0.20,0.00,1.18,1.15,0.00,0.03,0.21,NULL,NULL,NULL,NULL,NULL,NULL,NULL
213,Indonesia,Y,2019-06-12,June 2019,1920,Jun,0.61,0.00,3.20,3.20,0.01,0.00,0.61,NULL,NULL,NULL,NULL,NULL,NULL,NULL
214,Indonesia,Y,2019-06-12,June 2019,1920,May,0.61,0.00,3.20,3.20,0.01,0.00,0.61,NULL,NULL,NULL,NULL,NULL,NULL,NULL
215,Pakistan,Y,2019-06-12,June 2019,1920,Jun,2.83,8.00,2.90,10.70,0.15,0.03,2.86,NULL,NULL,NULL,NULL,NULL,NULL,NULL
216,Pakistan,Y,2019-06-12,June 2019,1920,May,2.78,8.00,2.90,10.70,0.15,0.03,2.81,NULL,NULL,NULL,NULL,NULL,NULL,NULL
217,Turkey,Y,2019-06-12,June 2019,1920,Jun,1.63,4.10,3.00,6.70,0.38,0.00,1.65,NULL,NULL,NULL,NULL,NULL,NULL,NULL
218,Turkey,Y,2019-06-12,June 2019,1920,May,1.53,4.10,3.00,6.70,0.38,0.00,1.55,NULL,NULL,NULL,NULL,NULL,NULL,NULL
219,European Union,Y,2019-06-12,June 2019,1920,Jun,0.26,1.78,0.67,0.73,1.67,0.05,0.26,NULL,NULL,NULL,NULL,NULL,NULL,NULL
220,European Union,Y,2019-06-12,June 2019,1920,May,0.31,1.78,0.67,0.73,1.69,0.05,0.29,NULL,NULL,NULL,NULL,NULL,NULL,NULL
221,China,Y,2019-06-12,June 2019,1920,Jun,34.37,27.75,10.50,41.00,0.13,0.00,31.49,NULL,NULL,NULL,NULL,NULL,NULL,NULL
222,China,Y,2019-06-12,June 2019,1920,May,33.62,27.75,11.00,41.50,0.13,0.00,30.74,NULL,NULL,NULL,NULL,NULL,NULL,NULL
223,Mexico,Y,2019-06-12,June 2019,1920,Jun,0.72,1.75,0.85,2.00,0.55,0.03,0.75,NULL,NULL,NULL,NULL,NULL,NULL,NULL
224,Mexico,Y,2019-06-12,June 2019,1920,May,0.72,1.75,0.85,2.00,0.55,0.03,0.75,NULL,NULL,NULL,NULL,NULL,NULL,NULL
225,Major Importers,Y,2019-06-12,June 2019,1920,Jun,44.23,43.52,40.00,83.09,2.88,0.14,41.65,NULL,NULL,NULL,NULL,NULL,NULL,NULL
226,Major Importers,Y,2019-06-12,June 2019,1920,May,43.43,43.52,40.60,83.79,2.90,0.14,40.72,NULL,NULL,NULL,NULL,NULL,NULL,NULL
227,India,Y,2019-06-12,June 2019,1920,Jun,7.78,28.50,1.40,25.30,4.80,0.00,7.58,NULL,NULL,NULL,NULL,NULL,NULL,NULL
228,India,Y,2019-06-12,June 2019,1920,May,7.13,28.50,1.40,25.30,4.50,0.00,7.23,NULL,NULL,NULL,NULL,NULL,NULL,NULL
229,Brazil,Y,2019-06-12,June 2019,1920,Jun,12.21,12.00,0.08,3.60,8.20,0.00,12.48,NULL,NULL,NULL,NULL,NULL,NULL,NULL
230,Brazil,Y,2019-06-12,June 2019,1920,May,12.21,12.00,0.08,3.60,8.20,0.00,12.48,NULL,NULL,NULL,NULL,NULL,NULL,NULL
231,Australia,Y,2019-06-12,June 2019,1920,Jun,1.20,1.90,0.00,0.04,1.80,0.00,1.27,NULL,NULL,NULL,NULL,NULL,NULL,NULL
232,Australia,Y,2019-06-12,June 2019,1920,May,1.30,2.20,0.00,0.04,2.40,0.00,1.07,NULL,NULL,NULL,NULL,NULL,NULL,NULL
233,S. Hemis.,Y,2019-06-12,June 2019,1920,Jun,14.86,15.97,0.21,4.67,11.17,0.01,15.19,NULL,NULL,NULL,NULL,NULL,NULL,NULL
234,S. Hemis.,Y,2019-06-12,June 2019,1920,May,15.09,16.40,0.21,4.67,11.93,0.01,15.09,NULL,NULL,NULL,NULL,NULL,NULL,NULL
235,Afr. Fr. Zone,Y,2019-06-12,June 2019,1920,Jun,1.59,6.01,0.00,0.14,5.61,0.00,1.85,NULL,NULL,NULL,NULL,NULL,NULL,NULL
236,Afr. Fr. Zone,Y,2019-06-12,June 2019,1920,May,1.64,6.01,0.00,0.14,5.70,0.00,1.81,NULL,NULL,NULL,NULL,NULL,NULL,NULL
237,Central Asia,Y,2019-06-12,June 2019,1920,Jun,2.29,5.82,0.00,3.99,1.79,0.00,2.33,NULL,NULL,NULL,NULL,NULL,NULL,NULL
238,Central Asia,Y,2019-06-12,June 2019,1920,May,2.30,5.57,0.00,3.99,1.79,0.00,2.10,NULL,NULL,NULL,NULL,NULL,NULL,NULL
239,Major Exporters,Y,2019-06-12,June 2019,1920,Jun,26.73,56.78,2.14,34.81,23.64,0.02,27.18,NULL,NULL,NULL,NULL,NULL,NULL,NULL
240,Major Exporters,Y,2019-06-12,June 2019,1920,May,26.42,56.97,2.14,34.81,24.18,0.02,26.51,NULL,NULL,NULL,NULL,NULL,NULL,NULL
241,Total Foreign,Y,2019-06-12,June 2019,1920,Jun,72.88,103.32,44.74,122.17,27.75,0.16,70.86,NULL,NULL,NULL,NULL,NULL,NULL,NULL
242,Total Foreign,Y,2019-06-12,June 2019,1920,May,71.82,103.45,45.35,122.83,28.35,0.16,69.29,NULL,NULL,NULL,NULL,NULL,NULL,NULL
243,United States,Y,2019-06-12,June 2019,1920,Jun,4.65,22.00,0.01,3.10,17.00,0.16,6.40,NULL,NULL,NULL,NULL,NULL,NULL,NULL
244,United States,Y,2019-06-12,June 2019,1920,May,4.65,22.00,0.01,3.10,17.00,0.16,6.40,NULL,NULL,NULL,NULL,NULL,NULL,NULL
245,World Less China,Y,2019-06-12,June 2019,1920,Jun,43.16,97.57,34.24,84.27,44.63,0.31,45.76,NULL,NULL,NULL,NULL,NULL,NULL,NULL
246,World Less China,Y,2019-06-12,June 2019,1920,May,42.85,97.70,34.35,84.43,45.22,0.31,44.94,NULL,NULL,NULL,NULL,NULL,NULL,NULL
247,World,Y,2019-06-12,June 2019,1920,Jun,77.53,125.32,44.74,125.27,44.75,0.31,77.26,NULL,NULL,NULL,NULL,NULL,NULL,NULL
248,World,Y,2019-06-12,June 2019,1920,May,76.47,125.45,45.35,125.93,45.35,0.31,75.69,NULL,NULL,NULL,NULL,NULL,NULL,NULL
249,Vietnam,Y,2019-06-12,May 2019,1718,Total,0.88,0.00,7.00,6.70,0.00,0.00,1.19,NULL,NULL,NULL,NULL,NULL,NULL,NULL
250,Bangladesh,Y,2019-06-12,May 2019,1718,Total,1.63,0.14,7.60,7.50,0.00,0.01,1.86,NULL,NULL,NULL,NULL,NULL,NULL,NULL
251,Thailand,Y,2019-06-12,May 2019,1718,Total,0.20,0.00,1.15,1.13,0.00,0.03,0.20,NULL,NULL,NULL,NULL,NULL,NULL,NULL
252,Indonesia,Y,2019-06-12,May 2019,1718,Total,0.62,0.00,3.50,3.50,0.01,0.00,0.62,NULL,NULL,NULL,NULL,NULL,NULL,NULL
253,Pakistan,Y,2019-06-12,May 2019,1718,Total,2.32,8.20,3.30,10.80,0.16,0.03,2.83,NULL,NULL,NULL,NULL,NULL,NULL,NULL
254,Turkey,Y,2019-06-12,May 2019,1718,Total,1.53,4.00,4.02,7.45,0.33,0.00,1.78,NULL,NULL,NULL,NULL,NULL,NULL,NULL
255,European Union,Y,2019-06-12,May 2019,1718,Total,0.18,1.53,0.73,0.76,1.37,0.06,0.25,NULL,NULL,NULL,NULL,NULL,NULL,NULL
256,China,Y,2019-06-12,May 2019,1718,Total,45.92,27.50,5.73,41.00,0.13,0.00,38.02,NULL,NULL,NULL,NULL,NULL,NULL,NULL
257,Mexico,Y,2019-06-12,May 2019,1718,Total,0.45,1.56,0.93,1.90,0.35,0.03,0.66,NULL,NULL,NULL,NULL,NULL,NULL,NULL
258,Major Importers,Y,2019-06-12,May 2019,1718,Total,54.17,42.93,35.96,82.76,2.34,0.15,47.81,NULL,NULL,NULL,NULL,NULL,NULL,NULL
259,India,Y,2019-06-12,May 2019,1718,Total,7.88,29.00,1.68,24.15,5.18,0.00,9.23,NULL,NULL,NULL,NULL,NULL,NULL,NULL
260,Brazil,Y,2019-06-12,May 2019,1718,Total,6.93,9.22,0.08,3.40,4.17,0.00,8.66,NULL,NULL,NULL,NULL,NULL,NULL,NULL
261,Australia,Y,2019-06-12,May 2019,1718,Total,2.19,4.80,0.00,0.04,3.92,0.00,3.04,NULL,NULL,NULL,NULL,NULL,NULL,NULL
262,S. Hemis.,Y,2019-06-12,May 2019,1718,Total,10.21,15.70,0.24,4.44,8.63,0.01,13.07,NULL,NULL,NULL,NULL,NULL,NULL,NULL
263,Afr. Fr. Zone,Y,2019-06-12,May 2019,1718,Total,1.55,5.44,0.00,0.14,4.99,0.00,1.87,NULL,NULL,NULL,NULL,NULL,NULL,NULL
264,Central Asia,Y,2019-06-12,May 2019,1718,Total,2.18,6.50,0.00,3.38,2.60,0.00,2.71,NULL,NULL,NULL,NULL,NULL,NULL,NULL
265,Major Exporters,Y,2019-06-12,May 2019,1718,Total,22.03,57.10,2.46,32.75,21.72,0.02,27.11,NULL,NULL,NULL,NULL,NULL,NULL,NULL
266,Total Foreign,Y,2019-06-12,May 2019,1718,Total,77.67,102.86,41.05,119.54,25.08,0.17,76.78,NULL,NULL,NULL,NULL,NULL,NULL,NULL
267,United States,Y,2019-06-12,May 2019,1718,Total,2.75,20.92,0.00,3.23,15.85,0.30,4.30,NULL,NULL,NULL,NULL,NULL,NULL,NULL
268,World Less China,Y,2019-06-12,May 2019,1718,Total,34.50,96.28,35.32,81.77,40.80,0.47,43.06,NULL,NULL,NULL,NULL,NULL,NULL,NULL
269,World,Y,2019-06-12,May 2019,1718,Total,80.42,123.78,41.05,122.77,40.93,0.47,81.08,NULL,NULL,NULL,NULL,NULL,NULL,NULL
270,Vietnam,Y,2019-06-12,May 2019,1819,Total,1.19,0.00,7.10,7.00,0.00,0.00,1.29,NULL,NULL,NULL,NULL,NULL,NULL,NULL
271,Bangladesh,Y,2019-06-12,May 2019,1819,Total,1.86,0.14,8.00,8.00,0.00,0.01,1.98,NULL,NULL,NULL,NULL,NULL,NULL,NULL
272,Thailand,Y,2019-06-12,May 2019,1819,Total,0.20,0.00,1.18,1.15,0.00,0.03,0.20,NULL,NULL,NULL,NULL,NULL,NULL,NULL
273,Indonesia,Y,2019-06-12,May 2019,1819,Total,0.62,0.00,3.20,3.20,0.01,0.00,0.61,NULL,NULL,NULL,NULL,NULL,NULL,NULL
274,Pakistan,Y,2019-06-12,May 2019,1819,Total,2.83,7.70,3.00,10.60,0.13,0.03,2.78,NULL,NULL,NULL,NULL,NULL,NULL,NULL
275,Turkey,Y,2019-06-12,May 2019,1819,Total,1.78,3.70,3.00,6.50,0.45,0.00,1.53,NULL,NULL,NULL,NULL,NULL,NULL,NULL
276,European Union,Y,2019-06-12,May 2019,1819,Total,0.25,1.72,0.69,0.75,1.55,0.05,0.31,NULL,NULL,NULL,NULL,NULL,NULL,NULL
277,China,Y,2019-06-12,May 2019,1819,Total,38.02,27.75,8.50,40.50,0.15,0.00,33.62,NULL,NULL,NULL,NULL,NULL,NULL,NULL
278,Mexico,Y,2019-06-12,May 2019,1819,Total,0.66,1.69,0.85,1.95,0.50,0.03,0.72,NULL,NULL,NULL,NULL,NULL,NULL,NULL
279,Major Importers,Y,2019-06-12,May 2019,1819,Total,47.81,42.70,37.37,81.53,2.78,0.14,43.43,NULL,NULL,NULL,NULL,NULL,NULL,NULL
280,India,Y,2019-06-12,May 2019,1819,Total,9.23,25.50,1.40,24.80,4.20,0.00,7.13,NULL,NULL,NULL,NULL,NULL,NULL,NULL
281,Brazil,Y,2019-06-12,May 2019,1819,Total,8.66,12.80,0.05,3.50,5.80,0.00,12.21,NULL,NULL,NULL,NULL,NULL,NULL,NULL
282,Australia,Y,2019-06-12,May 2019,1819,Total,3.04,2.50,0.00,0.04,4.20,0.00,1.30,NULL,NULL,NULL,NULL,NULL,NULL,NULL
283,S. Hemis.,Y,2019-06-12,May 2019,1819,Total,13.07,17.49,0.19,4.56,11.09,0.01,15.09,NULL,NULL,NULL,NULL,NULL,NULL,NULL
284,Afr. Fr. Zone,Y,2019-06-12,May 2019,1819,Total,1.87,5.41,0.00,0.14,5.50,0.00,1.64,NULL,NULL,NULL,NULL,NULL,NULL,NULL
285,Central Asia,Y,2019-06-12,May 2019,1819,Total,2.71,5.48,0.00,3.70,2.19,0.00,2.30,NULL,NULL,NULL,NULL,NULL,NULL,NULL
286,Major Exporters,Y,2019-06-12,May 2019,1819,Total,27.11,54.51,2.06,33.89,23.36,0.02,26.42,NULL,NULL,NULL,NULL,NULL,NULL,NULL
287,Total Foreign,Y,2019-06-12,May 2019,1819,Total,76.78,100.07,42.02,119.61,27.28,0.16,71.82,NULL,NULL,NULL,NULL,NULL,NULL,NULL
288,United States,Y,2019-06-12,May 2019,1819,Total,4.30,18.37,0.01,3.10,14.75,0.17,4.65,NULL,NULL,NULL,NULL,NULL,NULL,NULL
289,World Less China,Y,2019-06-12,May 2019,1819,Total,43.06,90.68,33.53,82.21,41.88,0.33,42.85,NULL,NULL,NULL,NULL,NULL,NULL,NULL
290,World,Y,2019-06-12,May 2019,1819,Total,81.08,118.43,42.03,122.71,42.03,0.33,76.47,NULL,NULL,NULL,NULL,NULL,NULL,NULL
291,Vietnam,Y,2019-06-12,May 2019,1920,May,1.29,0,7.60,7.60,0.00,0.00,1.29,NULL,NULL,NULL,NULL,NULL,NULL,NULL
292,Vietnam,Y,2019-06-12,May 2019,1920,Apr,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
293,Bangladesh,Y,2019-06-12,May 2019,1920,May,1.98,0.14,8.40,8.40,0.00,0.01,2.11,NULL,NULL,NULL,NULL,NULL,NULL,NULL
294,Bangladesh,Y,2019-06-12,May 2019,1920,Apr,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
295,Thailand,Y,2019-06-12,May 2019,1920,May,0.20,0,1.18,1.15,0.00,0.03,0.21,NULL,NULL,NULL,NULL,NULL,NULL,NULL
296,Thailand,Y,2019-06-12,May 2019,1920,Apr,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
297,Indonesia,Y,2019-06-12,May 2019,1920,May,0.61,0,3.20,3.20,0.01,0.00,0.61,NULL,NULL,NULL,NULL,NULL,NULL,NULL
298,Indonesia,Y,2019-06-12,May 2019,1920,Apr,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
299,Pakistan,Y,2019-06-12,May 2019,1920,May,2.78,8.00,2.90,10.70,0.15,0.03,2.81,NULL,NULL,NULL,NULL,NULL,NULL,NULL
300,Pakistan,Y,2019-06-12,May 2019,1920,Apr,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
301,Turkey,Y,2019-06-12,May 2019,1920,May,1.53,4.10,3.00,6.70,0.38,0.00,1.55,NULL,NULL,NULL,NULL,NULL,NULL,NULL
302,Turkey,Y,2019-06-12,May 2019,1920,Apr,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
303,European Union,Y,2019-06-12,May 2019,1920,May,0.31,1.78,0.67,0.73,1.69,0.05,0.29,NULL,NULL,NULL,NULL,NULL,NULL,NULL
304,European Union,Y,2019-06-12,May 2019,1920,Apr,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
305,China,Y,2019-06-12,May 2019,1920,May,33.62,27.75,11.00,41.50,0.13,0.00,30.74,NULL,NULL,NULL,NULL,NULL,NULL,NULL
306,China,Y,2019-06-12,May 2019,1920,Apr,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
307,Mexico,Y,2019-06-12,May 2019,1920,May,0.72,1.75,0.85,2.00,0.55,0.03,0.75,NULL,NULL,NULL,NULL,NULL,NULL,NULL
308,Mexico,Y,2019-06-12,May 2019,1920,Apr,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
309,Major Importers,Y,2019-06-12,May 2019,1920,May,43.43,43.52,40.60,83.79,2.90,0.14,40.72,NULL,NULL,NULL,NULL,NULL,NULL,NULL
310,Major Importers,Y,2019-06-12,May 2019,1920,Apr,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
311,India,Y,2019-06-12,May 2019,1920,May,7.13,28.50,1.40,25.30,4.50,0.00,7.23,NULL,NULL,NULL,NULL,NULL,NULL,NULL
312,India,Y,2019-06-12,May 2019,1920,Apr,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
313,Brazil,Y,2019-06-12,May 2019,1920,May,12.21,12.00,0.08,3.60,8.20,0.00,12.48,NULL,NULL,NULL,NULL,NULL,NULL,NULL
314,Brazil,Y,2019-06-12,May 2019,1920,Apr,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
315,Australia,Y,2019-06-12,May 2019,1920,May,1.30,2.20,0,0.04,2.40,0.00,1.07,NULL,NULL,NULL,NULL,NULL,NULL,NULL
316,Australia,Y,2019-06-12,May 2019,1920,Apr,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
317,S. Hemis.,Y,2019-06-12,May 2019,1920,May,15.09,16.40,0.21,4.67,11.93,0.01,15.09,NULL,NULL,NULL,NULL,NULL,NULL,NULL
318,S. Hemis.,Y,2019-06-12,May 2019,1920,Apr,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
319,Afr. Fr. Zone,Y,2019-06-12,May 2019,1920,May,1.64,6.01,0,0.14,5.70,0.00,1.81,NULL,NULL,NULL,NULL,NULL,NULL,NULL
320,Afr. Fr. Zone,Y,2019-06-12,May 2019,1920,Apr,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
321,Central Asia,Y,2019-06-12,May 2019,1920,May,2.30,5.57,0,3.99,1.79,0.00,2.10,NULL,NULL,NULL,NULL,NULL,NULL,NULL
322,Central Asia,Y,2019-06-12,May 2019,1920,Apr,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
323,Major Exporters,Y,2019-06-12,May 2019,1920,May,26.42,56.97,2.14,34.81,24.18,0.02,26.51,NULL,NULL,NULL,NULL,NULL,NULL,NULL
324,Major Exporters,Y,2019-06-12,May 2019,1920,Apr,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
325,Total Foreign,Y,2019-06-12,May 2019,1920,May,71.82,103.45,45.35,122.83,28.35,0.16,69.29,NULL,NULL,NULL,NULL,NULL,NULL,NULL
326,Total Foreign,Y,2019-06-12,May 2019,1920,Apr,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
327,United States,Y,2019-06-12,May 2019,1920,May,4.65,22.00,0.01,3.10,17.00,0.16,6.40,NULL,NULL,NULL,NULL,NULL,NULL,NULL
328,United States,Y,2019-06-12,May 2019,1920,Apr,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
329,World Less China,Y,2019-06-12,May 2019,1920,May,42.85,97.70,34.35,84.43,45.22,0.31,44.94,NULL,NULL,NULL,NULL,NULL,NULL,NULL
330,World Less China,Y,2019-06-12,May 2019,1920,Apr,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
331,World,Y,2019-06-12,May 2019,1920,May,76.47,125.45,45.35,125.93,45.35,0.31,75.69,NULL,NULL,NULL,NULL,NULL,NULL,NULL
332,World,Y,2019-06-12,May 2019,1920,Apr,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
333,Vietnam,Y,2019-07-12,July 2019,1718,Total,0.88,0,6.95,6.60,0.00,0.00,1.24,NULL,NULL,NULL,NULL,NULL,NULL,NULL
