===============================================================================
Id,,len,datetime,open,high,low,close,volume,openinterest,MA_1_0,len,datetime,Broker,len,cash,value,BuySell,len,buy,sell,Trades - Net Profit/Loss,len,pnlplus,pnlminus,MACD_Strategy,len,datetime,Broker,len,cash,value,BuySell,len,buy,sell,Trades - Net Profit/Loss,len,pnlplus,pnlminus,Bolling_2_0,len,datetime,Broker,len,cash,value,BuySell,len,buy,sell,Trades - Net Profit/Loss,len,pnlplus,pnlminus
28,,10,2020-09-14 00:00:00,12580.0,12650.0,12555.0,12630.0,150434.0,,MA_1_0,10,737682.0,Broker,10,150000.0,150000.0,BuySell,10,,,Trades - Net Profit/Loss,10,,,MACD_Strategy,9,737679.0,Broker,9,150000.0,150000.0,BuySell,9,,,Trades - Net Profit/Loss,9,,,Bolling_2_0,9,737679.0,Broker,9,150000.0,150000.0,BuySell,9,,,Trades - Net Profit/Loss,9,,
29,,10,2020-09-14 00:00:00,12580.0,12650.0,12555.0,12630.0,150434.0,,MA_1_0,10,737682.0,Broker,10,150000.0,150000.0,BuySell,10,,,Trades - Net Profit/Loss,10,,,MACD_Strategy,10,737682.0,Broker,10,150000.0,150000.0,BuySell,10,,,Trades - Net Profit/Loss,10,,,Bolling_2_0,9,737679.0,Broker,9,150000.0,150000.0,BuySell,9,,,Trades - Net Profit/Loss,9,,
30,,10,2020-09-14 00:00:00,12580.0,12650.0,12555.0,12630.0,150434.0,,MA_1_0,10,737682.0,Broker,10,150000.0,150000.0,BuySell,10,,,Trades - Net Profit/Loss,10,,,MACD_Strategy,10,737682.0,Broker,10,150000.0,150000.0,BuySell,10,,,Trades - Net Profit/Loss,10,,,Bolling_2_0,10,737682.0,Broker,10,150000.0,150000.0,BuySell,10,,,Trades - Net Profit/Loss,10,,
31,,11,2020-09-15 00:00:00,12675.0,12845.0,12655.0,12800.0,267122.0,,MA_1_0,11,737683.0,Broker,11,150000.0,150000.0,BuySell,11,,,Trades - Net Profit/Loss,11,,,MACD_Strategy,10,737682.0,Broker,10,150000.0,150000.0,BuySell,10,,,Trades - Net Profit/Loss,10,,,Bolling_2_0,10,737682.0,Broker,10,150000.0,150000.0,BuySell,10,,,Trades - Net Profit/Loss,10,,
32,,11,2020-09-15 00:00:00,12675.0,12845.0,12655.0,12800.0,267122.0,,MA_1_0,11,737683.0,Broker,11,150000.0,150000.0,BuySell,11,,,Trades - Net Profit/Loss,11,,,MACD_Strategy,11,737683.0,Broker,11,150000.0,150000.0,BuySell,11,,,Trades - Net Profit/Loss,11,,,Bolling_2_0,10,737682.0,Broker,10,150000.0,150000.0,BuySell,10,,,Trades - Net Profit/Loss,10,,
33,,11,2020-09-15 00:00:00,12675.0,12845.0,12655.0,12800.0,267122.0,,MA_1_0,11,737683.0,Broker,11,150000.0,150000.0,BuySell,11,,,Trades - Net Profit/Loss,11,,,MACD_Strategy,11,737683.0,Broker,11,150000.0,150000.0,BuySell,11,,,Trades - Net Profit/Loss,11,,,Bolling_2_0,11,737683.0,Broker,11,150000.0,150000.0,BuySell,11,,,Trades - Net Profit/Loss,11,,
34,,12,2020-09-16 00:00:00,12785.0,12815.0,12720.0,12775.0,149305.0,,MA_1_0,12,737684.0,Broker,12,150000.0,150000.0,BuySell,12,,,Trades - Net Profit/Loss,12,,,MACD_Strategy,11,737683.0,Broker,11,150000.0,150000.0,BuySell,11,,,Trades - Net Profit/Loss,11,,,Bolling_2_0,11,737683.0,Broker,11,150000.0,150000.0,BuySell,11,,,Trades - Net Profit/Loss,11,,
35,,12,2020-09-16 00:00:00,12785.0,12815.0,12720.0,12775.0,149305.0,,MA_1_0,12,737684.0,Broker,12,150000.0,150000.0,BuySell,12,,,Trades - Net Profit/Loss,12,,,MACD_Strategy,12,737684.0,Broker,12,150000.0,150000.0,BuySell,12,,,Trades - Net Profit/Loss,12,,,Bolling_2_0,11,737683.0,Broker,11,150000.0,150000.0,BuySell,11,,,Trades - Net Profit/Loss,11,,
36,,12,2020-09-16 00:00:00,12785.0,12815.0,12720.0,12775.0,149305.0,,MA_1_0,12,737684.0,Broker,12,150000.0,150000.0,BuySell,12,,,Trades - Net Profit/Loss,12,,,MACD_Strategy,12,737684.0,Broker,12,150000.0,150000.0,BuySell,12,,,Trades - Net Profit/Loss,12,,,Bolling_2_0,12,737684.0,Broker,12,150000.0,150000.0,BuySell,12,,,Trades - Net Profit/Loss,12,,
37,,13,2020-09-17 00:00:00,12775.0,12840.0,12740.0,12780.0,170008.0,,MA_1_0,13,737685.0,Broker,13,150000.0,150000.0,BuySell,13,,,Trades - Net Profit/Loss,13,,,MACD_Strategy,12,737684.0,Broker,12,150000.0,150000.0,BuySell,12,,,Trades - Net Profit/Loss,12,,,Bolling_2_0,12,737684.0,Broker,12,150000.0,150000.0,BuySell,12,,,Trades - Net Profit/Loss,12,,
38,,13,2020-09-17 00:00:00,12775.0,12840.0,12740.0,12780.0,170008.0,,MA_1_0,13,737685.0,Broker,13,150000.0,150000.0,BuySell,13,,,Trades - Net Profit/Loss,13,,,MACD_Strategy,13,737685.0,Broker,13,150000.0,150000.0,BuySell,13,,,Trades - Net Profit/Loss,13,,,Bolling_2_0,12,737684.0,Broker,12,150000.0,150000.0,BuySell,12,,,Trades - Net Profit/Loss,12,,
39,,13,2020-09-17 00:00:00,12775.0,12840.0,12740.0,12780.0,170008.0,,MA_1_0,13,737685.0,Broker,13,150000.0,150000.0,BuySell,13,,,Trades - Net Profit/Loss,13,,,MACD_Strategy,13,737685.0,Broker,13,150000.0,150000.0,BuySell,13,,,Trades - Net Profit/Loss,13,,,Bolling_2_0,13,737685.0,Broker,13,150000.0,150000.0,BuySell,13,,,Trades - Net Profit/Loss,13,,
40,,14,2020-09-18 00:00:00,12785.0,12825.0,12685.0,12815.0,196347.0,,MA_1_0,14,737686.0,Broker,14,150000.0,150000.0,BuySell,14,,,Trades - Net Profit/Loss,14,,,MACD_Strategy,13,737685.0,Broker,13,150000.0,150000.0,BuySell,13,,,Trades - Net Profit/Loss,13,,,Bolling_2_0,13,737685.0,Broker,13,150000.0,150000.0,BuySell,13,,,Trades - Net Profit/Loss,13,,
41,,14,2020-09-18 00:00:00,12785.0,12825.0,12685.0,12815.0,196347.0,,MA_1_0,14,737686.0,Broker,14,150000.0,150000.0,BuySell,14,,,Trades - Net Profit/Loss,14,,,MACD_Strategy,14,737686.0,Broker,14,150000.0,150000.0,BuySell,14,,,Trades - Net Profit/Loss,14,,,Bolling_2_0,13,737685.0,Broker,13,150000.0,150000.0,BuySell,13,,,Trades - Net Profit/Loss,13,,
42,,14,2020-09-18 00:00:00,12785.0,12825.0,12685.0,12815.0,196347.0,,MA_1_0,14,737686.0,Broker,14,150000.0,150000.0,BuySell,14,,,Trades - Net Profit/Loss,14,,,MACD_Strategy,14,737686.0,Broker,14,150000.0,150000.0,BuySell,14,,,Trades - Net Profit/Loss,14,,,Bolling_2_0,14,737686.0,Broker,14,150000.0,150000.0,BuySell,14,,,Trades - Net Profit/Loss,14,,
43,,15,2020-09-21 00:00:00,12795.0,12940.0,12770.0,12940.0,275733.0,,MA_1_0,15,737689.0,Broker,15,150000.0,150000.0,BuySell,15,,,Trades - Net Profit/Loss,15,,,MACD_Strategy,14,737686.0,Broker,14,150000.0,150000.0,BuySell,14,,,Trades - Net Profit/Loss,14,,,Bolling_2_0,14,737686.0,Broker,14,150000.0,150000.0,BuySell,14,,,Trades - Net Profit/Loss,14,,
44,,15,2020-09-21 00:00:00,12795.0,12940.0,12770.0,12940.0,275733.0,,MA_1_0,15,737689.0,Broker,15,150000.0,150000.0,BuySell,15,,,Trades - Net Profit/Loss,15,,,MACD_Strategy,15,737689.0,Broker,15,150000.0,150000.0,BuySell,15,,,Trades - Net Profit/Loss,15,,,Bolling_2_0,14,737686.0,Broker,14,150000.0,150000.0,BuySell,14,,,Trades - Net Profit/Loss,14,,
45,,15,2020-09-21 00:00:00,12795.0,12940.0,12770.0,12940.0,275733.0,,MA_1_0,15,737689.0,Broker,15,150000.0,150000.0,BuySell,15,,,Trades - Net Profit/Loss,15,,,MACD_Strategy,15,737689.0,Broker,15,150000.0,150000.0,BuySell,15,,,Trades - Net Profit/Loss,15,,,Bolling_2_0,15,737689.0,Broker,15,150000.0,150000.0,BuySell,15,,,Trades - Net Profit/Loss,15,,
46,,16,2020-09-22 00:00:00,12900.0,13005.0,12730.0,12960.0,338908.0,,MA_1_0,16,737690.0,Broker,16,150000.0,150000.0,BuySell,16,,,Trades - Net Profit/Loss,16,,,MACD_Strategy,15,737689.0,Broker,15,150000.0,150000.0,BuySell,15,,,Trades - Net Profit/Loss,15,,,Bolling_2_0,15,737689.0,Broker,15,150000.0,150000.0,BuySell,15,,,Trades - Net Profit/Loss,15,,
47,,16,2020-09-22 00:00:00,12900.0,13005.0,12730.0,12960.0,338908.0,,MA_1_0,16,737690.0,Broker,16,150000.0,150000.0,BuySell,16,,,Trades - Net Profit/Loss,16,,,MACD_Strategy,16,737690.0,Broker,16,150000.0,150000.0,BuySell,16,,,Trades - Net Profit/Loss,16,,,Bolling_2_0,15,737689.0,Broker,15,150000.0,150000.0,BuySell,15,,,Trades - Net Profit/Loss,15,,
48,,16,2020-09-22 00:00:00,12900.0,13005.0,12730.0,12960.0,338908.0,,MA_1_0,16,737690.0,Broker,16,150000.0,150000.0,BuySell,16,,,Trades - Net Profit/Loss,16,,,MACD_Strategy,16,737690.0,Broker,16,150000.0,150000.0,BuySell,16,,,Trades - Net Profit/Loss,16,,,Bolling_2_0,16,737690.0,Broker,16,150000.0,150000.0,BuySell,16,,,Trades - Net Profit/Loss,16,,
49,,17,2020-09-23 00:00:00,12945.0,12995.0,12710.0,12820.0,280226.0,,MA_1_0,17,737691.0,Broker,17,150000.0,150000.0,BuySell,17,,,Trades - Net Profit/Loss,17,,,MACD_Strategy,16,737690.0,Broker,16,150000.0,150000.0,BuySell,16,,,Trades - Net Profit/Loss,16,,,Bolling_2_0,16,737690.0,Broker,16,150000.0,150000.0,BuySell,16,,,Trades - Net Profit/Loss,16,,
50,,17,2020-09-23 00:00:00,12945.0,12995.0,12710.0,12820.0,280226.0,,MA_1_0,17,737691.0,Broker,17,150000.0,150000.0,BuySell,17,,,Trades - Net Profit/Loss,17,,,MACD_Strategy,17,737691.0,Broker,17,150000.0,150000.0,BuySell,17,,,Trades - Net Profit/Loss,17,,,Bolling_2_0,16,737690.0,Broker,16,150000.0,150000.0,BuySell,16,,,Trades - Net Profit/Loss,16,,
51,,17,2020-09-23 00:00:00,12945.0,12995.0,12710.0,12820.0,280226.0,,MA_1_0,17,737691.0,Broker,17,150000.0,150000.0,BuySell,17,,,Trades - Net Profit/Loss,17,,,MACD_Strategy,17,737691.0,Broker,17,150000.0,150000.0,BuySell,17,,,Trades - Net Profit/Loss,17,,,Bolling_2_0,17,737691.0,Broker,17,150000.0,150000.0,BuySell,17,,,Trades - Net Profit/Loss,17,,
52,,18,2020-09-24 00:00:00,12800.0,12880.0,12660.0,12710.0,258853.0,,MA_1_0,18,737692.0,Broker,18,150000.0,150000.0,BuySell,18,,,Trades - Net Profit/Loss,18,,,MACD_Strategy,17,737691.0,Broker,17,150000.0,150000.0,BuySell,17,,,Trades - Net Profit/Loss,17,,,Bolling_2_0,17,737691.0,Broker,17,150000.0,150000.0,BuySell,17,,,Trades - Net Profit/Loss,17,,
53,,18,2020-09-24 00:00:00,12800.0,12880.0,12660.0,12710.0,258853.0,,MA_1_0,18,737692.0,Broker,18,150000.0,150000.0,BuySell,18,,,Trades - Net Profit/Loss,18,,,MACD_Strategy,18,737692.0,Broker,18,150000.0,150000.0,BuySell,18,,,Trades - Net Profit/Loss,18,,,Bolling_2_0,17,737691.0,Broker,17,150000.0,150000.0,BuySell,17,,,Trades - Net Profit/Loss,17,,
54,,18,2020-09-24 00:00:00,12800.0,12880.0,12660.0,12710.0,258853.0,,MA_1_0,18,737692.0,Broker,18,150000.0,150000.0,BuySell,18,,,Trades - Net Profit/Loss,18,,,MACD_Strategy,18,737692.0,Broker,18,150000.0,150000.0,BuySell,18,,,Trades - Net Profit/Loss,18,,,Bolling_2_0,18,737692.0,Broker,18,150000.0,150000.0,BuySell,18,,,Trades - Net Profit/Loss,18,,
55,,19,2020-09-25 00:00:00,12705.0,12840.0,12670.0,12675.0,233881.0,,MA_1_0,19,737693.0,Broker,19,150000.0,150000.0,BuySell,19,,,Trades - Net Profit/Loss,19,,,MACD_Strategy,18,737692.0,Broker,18,150000.0,150000.0,BuySell,18,,,Trades - Net Profit/Loss,18,,,Bolling_2_0,18,737692.0,Broker,18,150000.0,150000.0,BuySell,18,,,Trades - Net Profit/Loss,18,,
56,,19,2020-09-25 00:00:00,12705.0,12840.0,12670.0,12675.0,233881.0,,MA_1_0,19,737693.0,Broker,19,150000.0,150000.0,BuySell,19,,,Trades - Net Profit/Loss,19,,,MACD_Strategy,19,737693.0,Broker,19,150000.0,150000.0,BuySell,19,,,Trades - Net Profit/Loss,19,,,Bolling_2_0,18,737692.0,Broker,18,150000.0,150000.0,BuySell,18,,,Trades - Net Profit/Loss,18,,
57,,19,2020-09-25 00:00:00,12705.0,12840.0,12670.0,12675.0,233881.0,,MA_1_0,19,737693.0,Broker,19,150000.0,150000.0,BuySell,19,,,Trades - Net Profit/Loss,19,,,MACD_Strategy,19,737693.0,Broker,19,150000.0,150000.0,BuySell,19,,,Trades - Net Profit/Loss,19,,,Bolling_2_0,19,737693.0,Broker,19,150000.0,150000.0,BuySell,19,,,Trades - Net Profit/Loss,19,,
58,,20,2020-09-28 00:00:00,12710.0,12830.0,12650.0,12815.0,200664.0,,MA_1_0,20,737696.0,Broker,20,150000.0,150000.0,BuySell,20,,,Trades - Net Profit/Loss,20,,,MACD_Strategy,19,737693.0,Broker,19,150000.0,150000.0,BuySell,19,,,Trades - Net Profit/Loss,19,,,Bolling_2_0,19,737693.0,Broker,19,150000.0,150000.0,BuySell,19,,,Trades - Net Profit/Loss,19,,
59,,20,2020-09-28 00:00:00,12710.0,12830.0,12650.0,12815.0,200664.0,,MA_1_0,20,737696.0,Broker,20,150000.0,150000.0,BuySell,20,,,Trades - Net Profit/Loss,20,,,MACD_Strategy,20,737696.0,Broker,20,150000.0,150000.0,BuySell,20,,,Trades - Net Profit/Loss,20,,,Bolling_2_0,19,737693.0,Broker,19,150000.0,150000.0,BuySell,19,,,Trades - Net Profit/Loss,19,,
60,,20,2020-09-28 00:00:00,12710.0,12830.0,12650.0,12815.0,200664.0,,MA_1_0,20,737696.0,Broker,20,150000.0,150000.0,BuySell,20,,,Trades - Net Profit/Loss,20,,,MACD_Strategy,20,737696.0,Broker,20,150000.0,150000.0,BuySell,20,,,Trades - Net Profit/Loss,20,,,Bolling_2_0,20,737696.0,Broker,20,150000.0,150000.0,BuySell,20,,,Trades - Net Profit/Loss,20,,
61,,21,2020-09-29 00:00:00,12840.0,12860.0,12660.0,12755.0,197573.0,,MA_1_0,21,737697.0,Broker,21,150000.0,150000.0,BuySell,21,,,Trades - Net Profit/Loss,21,,,MACD_Strategy,20,737696.0,Broker,20,150000.0,150000.0,BuySell,20,,,Trades - Net Profit/Loss,20,,,Bolling_2_0,20,737696.0,Broker,20,150000.0,150000.0,BuySell,20,,,Trades - Net Profit/Loss,20,,
62,,21,2020-09-29 00:00:00,12840.0,12860.0,12660.0,12755.0,197573.0,,MA_1_0,21,737697.0,Broker,21,150000.0,150000.0,BuySell,21,,,Trades - Net Profit/Loss,21,,,MACD_Strategy,21,737697.0,Broker,21,150000.0,150000.0,BuySell,21,,,Trades - Net Profit/Loss,21,,,Bolling_2_0,20,737696.0,Broker,20,150000.0,150000.0,BuySell,20,,,Trades - Net Profit/Loss,20,,
63,,21,2020-09-29 00:00:00,12840.0,12860.0,12660.0,12755.0,197573.0,,MA_1_0,21,737697.0,Broker,21,150000.0,150000.0,BuySell,21,,,Trades - Net Profit/Loss,21,,,MACD_Strategy,21,737697.0,Broker,21,150000.0,150000.0,BuySell,21,,,Trades - Net Profit/Loss,21,,,Bolling_2_0,21,737697.0,Broker,21,150000.0,150000.0,BuySell,21,,,Trades - Net Profit/Loss,21,,
64,,22,2020-09-30 00:00:00,12740.0,12885.0,12715.0,12795.0,200331.0,,MA_1_0,22,737698.0,Broker,22,150000.0,150000.0,BuySell,22,,,Trades - Net Profit/Loss,22,,,MACD_Strategy,21,737697.0,Broker,21,150000.0,150000.0,BuySell,21,,,Trades - Net Profit/Loss,21,,,Bolling_2_0,21,737697.0,Broker,21,150000.0,150000.0,BuySell,21,,,Trades - Net Profit/Loss,21,,
65,,22,2020-09-30 00:00:00,12740.0,12885.0,12715.0,12795.0,200331.0,,MA_1_0,22,737698.0,Broker,22,150000.0,150000.0,BuySell,22,,,Trades - Net Profit/Loss,22,,,MACD_Strategy,22,737698.0,Broker,22,150000.0,150000.0,BuySell,22,,,Trades - Net Profit/Loss,22,,,Bolling_2_0,21,737697.0,Broker,21,150000.0,150000.0,BuySell,21,,,Trades - Net Profit/Loss,21,,
66,,22,2020-09-30 00:00:00,12740.0,12885.0,12715.0,12795.0,200331.0,,MA_1_0,22,737698.0,Broker,22,150000.0,150000.0,BuySell,22,,,Trades - Net Profit/Loss,22,,,MACD_Strategy,22,737698.0,Broker,22,150000.0,150000.0,BuySell,22,,,Trades - Net Profit/Loss,22,,,Bolling_2_0,22,737698.0,Broker,22,150000.0,150000.0,BuySell,22,,,Trades - Net Profit/Loss,22,,
67,,23,2020-10-09 00:00:00,13130.0,13300.0,13055.0,13295.0,246759.0,,MA_1_0,23,737707.0,Broker,23,150000.0,150000.0,BuySell,23,,,Trades - Net Profit/Loss,23,,,MACD_Strategy,22,737698.0,Broker,22,150000.0,150000.0,BuySell,22,,,Trades - Net Profit/Loss,22,,,Bolling_2_0,22,737698.0,Broker,22,150000.0,150000.0,BuySell,22,,,Trades - Net Profit/Loss,22,,
68,,23,2020-10-09 00:00:00,13130.0,13300.0,13055.0,13295.0,246759.0,,MA_1_0,23,737707.0,Broker,23,150000.0,150000.0,BuySell,23,,,Trades - Net Profit/Loss,23,,,MACD_Strategy,23,737707.0,Broker,23,150000.0,150000.0,BuySell,23,,,Trades - Net Profit/Loss,23,,,Bolling_2_0,22,737698.0,Broker,22,150000.0,150000.0,BuySell,22,,,Trades - Net Profit/Loss,22,,
69,,23,2020-10-09 00:00:00,13130.0,13300.0,13055.0,13295.0,246759.0,,MA_1_0,23,737707.0,Broker,23,150000.0,150000.0,BuySell,23,,,Trades - Net Profit/Loss,23,,,MACD_Strategy,23,737707.0,Broker,23,150000.0,150000.0,BuySell,23,,,Trades - Net Profit/Loss,23,,,Bolling_2_0,23,737707.0,Broker,23,150000.0,150000.0,BuySell,23,,,Trades - Net Profit/Loss,23,,
70,,24,2020-10-12 00:00:00,13300.0,13970.0,13300.0,13870.0,687534.0,,MA_1_0,24,737710.0,Broker,24,150000.0,150000.0,BuySell,24,,,Trades - Net Profit/Loss,24,,,MACD_Strategy,23,737707.0,Broker,23,150000.0,150000.0,BuySell,23,,,Trades - Net Profit/Loss,23,,,Bolling_2_0,23,737707.0,Broker,23,150000.0,150000.0,BuySell,23,,,Trades - Net Profit/Loss,23,,
71,,24,2020-10-12 00:00:00,13300.0,13970.0,13300.0,13870.0,687534.0,,MA_1_0,24,737710.0,Broker,24,150000.0,150000.0,BuySell,24,,,Trades - Net Profit/Loss,24,,,MACD_Strategy,24,737710.0,Broker,24,150000.0,150000.0,BuySell,24,,,Trades - Net Profit/Loss,24,,,Bolling_2_0,23,737707.0,Broker,23,150000.0,150000.0,BuySell,23,,,Trades - Net Profit/Loss,23,,
72,,24,2020-10-12 00:00:00,13300.0,13970.0,13300.0,13870.0,687534.0,,MA_1_0,24,737710.0,Broker,24,150000.0,150000.0,BuySell,24,,,Trades - Net Profit/Loss,24,,,MACD_Strategy,24,737710.0,Broker,24,150000.0,150000.0,BuySell,24,,,Trades - Net Profit/Loss,24,,,Bolling_2_0,24,737710.0,Broker,24,150000.0,150000.0,BuySell,24,,,Trades - Net Profit/Loss,24,,
73,,25,2020-10-13 00:00:00,13880.0,14145.0,13760.0,14025.0,557231.0,,MA_1_0,25,737711.0,Broker,25,150000.0,150000.0,BuySell,25,,,Trades - Net Profit/Loss,25,,,MACD_Strategy,24,737710.0,Broker,24,150000.0,150000.0,BuySell,24,,,Trades - Net Profit/Loss,24,,,Bolling_2_0,24,737710.0,Broker,24,150000.0,150000.0,BuySell,24,,,Trades - Net Profit/Loss,24,,
74,,25,2020-10-13 00:00:00,13880.0,14145.0,13760.0,14025.0,557231.0,,MA_1_0,25,737711.0,Broker,25,150000.0,150000.0,BuySell,25,,,Trades - Net Profit/Loss,25,,,MACD_Strategy,25,737711.0,Broker,25,150000.0,150000.0,BuySell,25,,,Trades - Net Profit/Loss,25,,,Bolling_2_0,24,737710.0,Broker,24,150000.0,150000.0,BuySell,24,,,Trades - Net Profit/Loss,24,,
75,,25,2020-10-13 00:00:00,13880.0,14145.0,13760.0,14025.0,557231.0,,MA_1_0,25,737711.0,Broker,25,150000.0,150000.0,BuySell,25,,,Trades - Net Profit/Loss,25,,,MACD_Strategy,25,737711.0,Broker,25,150000.0,150000.0,BuySell,25,,,Trades - Net Profit/Loss,25,,,Bolling_2_0,25,737711.0,Broker,25,150000.0,150000.0,BuySell,25,,,Trades - Net Profit/Loss,25,,
76,,26,2020-10-14 00:00:00,14100.0,14335.0,14020.0,14320.0,625333.0,,MA_1_0,26,737712.0,Broker,26,146160.0,151172.0,BuySell,26,,,Trades - Net Profit/Loss,26,,,MACD_Strategy,25,737711.0,Broker,25,150000.0,150000.0,BuySell,25,,,Trades - Net Profit/Loss,25,,,Bolling_2_0,25,737711.0,Broker,25,150000.0,150000.0,BuySell,25,,,Trades - Net Profit/Loss,25,,
77,,26,2020-10-14 00:00:00,14100.0,14335.0,14020.0,14320.0,625333.0,,MA_1_0,26,737712.0,Broker,26,146160.0,151172.0,BuySell,26,,,Trades - Net Profit/Loss,26,,,MACD_Strategy,26,737712.0,Broker,26,146160.0,151172.0,BuySell,26,,,Trades - Net Profit/Loss,26,,,Bolling_2_0,25,737711.0,Broker,25,150000.0,150000.0,BuySell,25,,,Trades - Net Profit/Loss,25,,
78,,26,2020-10-14 00:00:00,14100.0,14335.0,14020.0,14320.0,625333.0,,MA_1_0,26,737712.0,Broker,26,146160.0,151172.0,BuySell,26,,,Trades - Net Profit/Loss,26,,,MACD_Strategy,26,737712.0,Broker,26,146160.0,151172.0,BuySell,26,,,Trades - Net Profit/Loss,26,,,Bolling_2_0,26,737712.0,Broker,26,146160.0,151172.0,BuySell,26,13809.699999999999,,Trades - Net Profit/Loss,26,,
79,,27,2020-10-15 00:00:00,14345.0,14400.0,14230.0,14325.0,499844.0,,MA_1_0,27,737713.0,Broker,27,141059.25,151086.75,BuySell,27,,,Trades - Net Profit/Loss,27,,,MACD_Strategy,26,737712.0,Broker,26,146160.0,151172.0,BuySell,26,,,Trades - Net Profit/Loss,26,,,Bolling_2_0,26,737712.0,Broker,26,146160.0,151172.0,BuySell,26,13809.699999999999,,Trades - Net Profit/Loss,26,,
80,,27,2020-10-15 00:00:00,14345.0,14400.0,14230.0,14325.0,499844.0,,MA_1_0,27,737713.0,Broker,27,141059.25,151086.75,BuySell,27,,,Trades - Net Profit/Loss,27,,,MACD_Strategy,27,737713.0,Broker,27,141059.25,151086.75,BuySell,27,,,Trades - Net Profit/Loss,27,,,Bolling_2_0,26,737712.0,Broker,26,146160.0,151172.0,BuySell,26,13809.699999999999,,Trades - Net Profit/Loss,26,,
81,,27,2020-10-15 00:00:00,14345.0,14400.0,14230.0,14325.0,499844.0,,MA_1_0,27,737713.0,Broker,27,141059.25,151086.75,BuySell,27,,,Trades - Net Profit/Loss,27,,,MACD_Strategy,27,737713.0,Broker,27,141059.25,151086.75,BuySell,27,,,Trades - Net Profit/Loss,27,,,Bolling_2_0,27,737713.0,Broker,27,141059.25,151086.75,BuySell,27,14016.55,,Trades - Net Profit/Loss,27,,
82,,28,2020-10-16 00:00:00,14265.0,14675.0,14170.0,14560.0,710523.0,,MA_1_0,28,737714.0,Broker,28,139886.5,155174.5,BuySell,28,,,Trades - Net Profit/Loss,28,,,MACD_Strategy,27,737713.0,Broker,27,141059.25,151086.75,BuySell,27,,,Trades - Net Profit/Loss,27,,,Bolling_2_0,27,737713.0,Broker,27,141059.25,151086.75,BuySell,27,14016.55,,Trades - Net Profit/Loss,27,,
83,,28,2020-10-16 00:00:00,14265.0,14675.0,14170.0,14560.0,710523.0,,MA_1_0,28,737714.0,Broker,28,139886.5,155174.5,BuySell,28,,,Trades - Net Profit/Loss,28,,,MACD_Strategy,28,737714.0,Broker,28,139886.5,155174.5,BuySell,28,,,Trades - Net Profit/Loss,28,,,Bolling_2_0,27,737713.0,Broker,27,141059.25,151086.75,BuySell,27,14016.55,,Trades - Net Profit/Loss,27,,
84,,28,2020-10-16 00:00:00,14265.0,14675.0,14170.0,14560.0,710523.0,,MA_1_0,28,737714.0,Broker,28,139886.5,155174.5,BuySell,28,,,Trades - Net Profit/Loss,28,,,MACD_Strategy,28,737714.0,Broker,28,139886.5,155174.5,BuySell,28,,,Trades - Net Profit/Loss,28,,,Bolling_2_0,28,737714.0,Broker,28,139886.5,155174.5,BuySell,28,13957.449999999999,,Trades - Net Profit/Loss,28,,
85,,29,2020-10-19 00:00:00,14620.0,15305.0,14505.0,14935.0,1101913.0,,MA_1_0,29,737717.0,Broker,29,141964.5,162873.5,BuySell,29,,,Trades - Net Profit/Loss,29,,,MACD_Strategy,28,737714.0,Broker,28,139886.5,155174.5,BuySell,28,,,Trades - Net Profit/Loss,28,,,Bolling_2_0,28,737714.0,Broker,28,139886.5,155174.5,BuySell,28,13957.449999999999,,Trades - Net Profit/Loss,28,,
86,,29,2020-10-19 00:00:00,14620.0,15305.0,14505.0,14935.0,1101913.0,,MA_1_0,29,737717.0,Broker,29,141964.5,162873.5,BuySell,29,,,Trades - Net Profit/Loss,29,,,MACD_Strategy,29,737717.0,Broker,29,141964.5,162873.5,BuySell,29,,,Trades - Net Profit/Loss,29,,,Bolling_2_0,28,737714.0,Broker,28,139886.5,155174.5,BuySell,28,13957.449999999999,,Trades - Net Profit/Loss,28,,
87,,29,2020-10-19 00:00:00,14620.0,15305.0,14505.0,14935.0,1101913.0,,MA_1_0,29,737717.0,Broker,29,141964.5,162873.5,BuySell,29,,,Trades - Net Profit/Loss,29,,,MACD_Strategy,29,737717.0,Broker,29,141964.5,162873.5,BuySell,29,,,Trades - Net Profit/Loss,29,,,Bolling_2_0,29,737717.0,Broker,29,141964.5,162873.5,BuySell,29,14287.425,,Trades - Net Profit/Loss,29,,
88,,30,2020-10-20 00:00:00,14935.0,14980.0,14605.0,14830.0,763913.0,,MA_1_0,30,737718.0,Broker,30,134107.25,160059.75,BuySell,30,,,Trades - Net Profit/Loss,30,,,MACD_Strategy,29,737717.0,Broker,29,141964.5,162873.5,BuySell,29,,,Trades - Net Profit/Loss,29,,,Bolling_2_0,29,737717.0,Broker,29,141964.5,162873.5,BuySell,29,14287.425,,Trades - Net Profit/Loss,29,,
