===============================================================================
Id,,len,datetime,open,high,low,close,volume,openinterest,MA_1_0,len,datetime,Broker,len,cash,value,BuySell,len,buy,sell,Trades - Net Profit/Loss,len,pnlplus,pnlminus,MACD_Strategy,len,datetime,Broker,len,cash,value,BuySell,len,buy,sell,Trades - Net Profit/Loss,len,pnlplus,pnlminus,Bolling_2_0,len,datetime,Broker,len,cash,value,BuySell,len,buy,sell,Trades - Net Profit/Loss,len,pnlplus,pnlminus
18,,6,2020-09-08 00:00:00,12940.0,12990.0,12910.0,12960.0,166921.0,,MA_1_0,6,737676.0,Broker,6,150000.0,150000.0,BuySell,6,,,Trades - Net Profit/Loss,6,,,MACD_Strategy,6,737676.0,Broker,6,150000.0,150000.0,BuySell,6,,,Trades - Net Profit/Loss,6,,,Bolling_2_0,6,737676.0,Broker,6,150000.0,150000.0,BuySell,6,,,Trades - Net Profit/Loss,6,,
19,,7,2020-09-09 00:00:00,12910.0,12920.0,12215.0,12430.0,600269.0,,MA_1_0,7,737677.0,Broker,7,150000.0,150000.0,BuySell,7,,,Trades - Net Profit/Loss,7,,,MACD_Strategy,6,737676.0,Broker,6,150000.0,150000.0,BuySell,6,,,Trades - Net Profit/Loss,6,,,Bolling_2_0,6,737676.0,Broker,6,150000.0,150000.0,BuySell,6,,,Trades - Net Profit/Loss,6,,
20,,7,2020-09-09 00:00:00,12910.0,12920.0,12215.0,12430.0,600269.0,,MA_1_0,7,737677.0,Broker,7,150000.0,150000.0,BuySell,7,,,Trades - Net Profit/Loss,7,,,MACD_Strategy,7,737677.0,Broker,7,150000.0,150000.0,BuySell,7,,,Trades - Net Profit/Loss,7,,,Bolling_2_0,6,737676.0,Broker,6,150000.0,150000.0,BuySell,6,,,Trades - Net Profit/Loss,6,,
21,,7,2020-09-09 00:00:00,12910.0,12920.0,12215.0,12430.0,600269.0,,MA_1_0,7,737677.0,Broker,7,150000.0,150000.0,BuySell,7,,,Trades - Net Profit/Loss,7,,,MACD_Strategy,7,737677.0,Broker,7,150000.0,150000.0,BuySell,7,,,Trades - Net Profit/Loss,7,,,Bolling_2_0,7,737677.0,Broker,7,150000.0,150000.0,BuySell,7,,,Trades - Net Profit/Loss,7,,
22,,8,2020-09-10 00:00:00,12495.0,12660.0,12470.0,12580.0,254968.0,,MA_1_0,8,737678.0,Broker,8,150000.0,150000.0,BuySell,8,,,Trades - Net Profit/Loss,8,,,MACD_Strategy,7,737677.0,Broker,7,150000.0,150000.0,BuySell,7,,,Trades - Net Profit/Loss,7,,,Bolling_2_0,7,737677.0,Broker,7,150000.0,150000.0,BuySell,7,,,Trades - Net Profit/Loss,7,,
23,,8,2020-09-10 00:00:00,12495.0,12660.0,12470.0,12580.0,254968.0,,MA_1_0,8,737678.0,Broker,8,150000.0,150000.0,BuySell,8,,,Trades - Net Profit/Loss,8,,,MACD_Strategy,8,737678.0,Broker,8,150000.0,150000.0,BuySell,8,,,Trades - Net Profit/Loss,8,,,Bolling_2_0,7,737677.0,Broker,7,150000.0,150000.0,BuySell,7,,,Trades - Net Profit/Loss,7,,
24,,8,2020-09-10 00:00:00,12495.0,12660.0,12470.0,12580.0,254968.0,,MA_1_0,8,737678.0,Broker,8,150000.0,150000.0,BuySell,8,,,Trades - Net Profit/Loss,8,,,MACD_Strategy,8,737678.0,Broker,8,150000.0,150000.0,BuySell,8,,,Trades - Net Profit/Loss,8,,,Bolling_2_0,8,737678.0,Broker,8,150000.0,150000.0,BuySell,8,,,Trades - Net Profit/Loss,8,,
25,,9,2020-09-11 00:00:00,12590.0,12630.0,12540.0,12590.0,162522.0,,MA_1_0,9,737679.0,Broker,9,150000.0,150000.0,BuySell,9,,,Trades - Net Profit/Loss,9,,,MACD_Strategy,8,737678.0,Broker,8,150000.0,150000.0,BuySell,8,,,Trades - Net Profit/Loss,8,,,Bolling_2_0,8,737678.0,Broker,8,150000.0,150000.0,BuySell,8,,,Trades - Net Profit/Loss,8,,
26,,9,2020-09-11 00:00:00,12590.0,12630.0,12540.0,12590.0,162522.0,,MA_1_0,9,737679.0,Broker,9,150000.0,150000.0,BuySell,9,,,Trades - Net Profit/Loss,9,,,MACD_Strategy,9,737679.0,Broker,9,150000.0,150000.0,BuySell,9,,,Trades - Net Profit/Loss,9,,,Bolling_2_0,8,737678.0,Broker,8,150000.0,150000.0,BuySell,8,,,Trades - Net Profit/Loss,8,,
27,,9,2020-09-11 00:00:00,12590.0,12630.0,12540.0,12590.0,162522.0,,MA_1_0,9,737679.0,Broker,9,150000.0,150000.0,BuySell,9,,,Trades - Net Profit/Loss,9,,,MACD_Strategy,9,737679.0,Broker,9,150000.0,150000.0,BuySell,9,,,Trades - Net Profit/Loss,9,,,Bolling_2_0,9,737679.0,Broker,9,150000.0,150000.0,BuySell,9,,,Trades - Net Profit/Loss,9,,
