date,open,close,high,low,volume
2011-01-24,30690.0,31570.0,31980.0,30690.0,0
2011-01-25,31800.0,30975.0,31925.0,30515.0,0
2011-01-26,30910.0,31015.0,31300.0,30380.0,0
2011-01-27,31600.0,31975.0,32050.0,31420.0,0
2011-01-28,31600.0,31685.0,31745.0,31430.0,0
2011-01-31,31500.0,32145.0,32495.0,31415.0,0
2011-02-01,32300.0,33050.0,33110.0,32250.0,0
2011-02-09,33300.0,32585.0,33300.0,32420.0,0
2011-02-10,33130.0,33020.0,33260.0,32885.0,0
2011-02-11,33385.0,33195.0,33730.0,33115.0,0
2011-02-14,33395.0,32880.0,33400.0,32455.0,0
2011-02-15,32500.0,33240.0,33435.0,32500.0,0
2011-02-16,33200.0,33690.0,33750.0,33100.0,0
2011-02-17,34300.0,34090.0,34480.0,34005.0,0
2011-02-18,34500.0,33580.0,34500.0,33475.0,0
2011-02-21,33000.0,32775.0,34000.0,32650.0,0
2011-02-22,32800.0,32385.0,33375.0,31950.0,0
2011-02-23,31900.0,32180.0,32300.0,31705.0,0
