date,open,close,high,low,volume
2014-03-07,19385.0,19350.0,19500.0,19325.0,22374.0
2014-03-10,19230.0,19030.0,19275.0,18925.0,51016.0
2014-03-11,19000.0,18985.0,19130.0,18865.0,22726.0
2014-03-12,18880.0,18820.0,19020.0,18780.0,15926.0
2014-03-13,18850.0,18930.0,19010.0,18760.0,10690.0
2014-03-14,18895.0,18925.0,18960.0,18850.0,7954.0
2014-03-17,18960.0,18960.0,19005.0,18850.0,8764.0
2014-03-18,16120.0,16140.0,16165.0,16115.0,5864.0
2014-03-19,16155.0,16180.0,16270.0,16130.0,7208.0
2014-03-20,16180.0,16185.0,16230.0,16130.0,4562.0
2014-03-21,16170.0,16220.0,16230.0,16150.0,6932.0
2014-03-24,16205.0,16170.0,16210.0,16165.0,3902.0
2014-03-25,16120.0,15980.0,16150.0,15950.0,35496.0
2014-03-26,16025.0,15985.0,16065.0,15960.0,16152.0
2014-03-27,15940.0,15770.0,15940.0,15700.0,48852.0
2014-03-28,15810.0,15800.0,15810.0,15745.0,16582.0
2014-03-31,15805.0,15970.0,16015.0,15800.0,36174.0
2014-04-01,15940.0,15930.0,16010.0,15910.0,15172.0
2014-04-02,15930.0,15860.0,15980.0,15860.0,12826.0
2014-04-03,15815.0,15770.0,15895.0,15765.0,18070.0
2014-04-04,15745.0,15835.0,15840.0,15720.0,24202.0
2014-04-08,15970.0,16210.0,16400.0,15865.0,155958.0
2014-04-09,16225.0,16075.0,16260.0,16055.0,50818.0
2014-04-10,16060.0,16050.0,16140.0,16005.0,57276.0
2014-04-11,16100.0,16110.0,16250.0,16045.0,60140.0
2014-04-14,16200.0,16140.0,16215.0,16115.0,27422.0
2014-04-15,16190.0,16210.0,16225.0,16130.0,29008.0
2014-04-16,16180.0,16235.0,16300.0,16170.0,38384.0
2014-04-17,16255.0,16305.0,16325.0,16230.0,35190.0
2014-04-18,16325.0,16210.0,16330.0,16200.0,27978.0
2014-04-21,16210.0,16050.0,16280.0,16040.0,43484.0
2014-04-22,16030.0,15995.0,16085.0,15920.0,26210.0
2014-04-23,16020.0,15960.0,16045.0,15940.0,12806.0
2014-04-24,15950.0,16050.0,16145.0,15945.0,22998.0
2014-04-25,16050.0,16050.0,16080.0,16010.0,15348.0
2014-04-28,16100.0,16180.0,16195.0,16050.0,43372.0
2014-04-29,16150.0,16105.0,16185.0,16105.0,20862.0
2014-04-30,16165.0,16150.0,16170.0,16115.0,15356.0
2014-05-05,16150.0,16130.0,16225.0,16120.0,26566.0
2014-05-06,16150.0,16035.0,16150.0,16035.0,25404.0
2014-05-07,15995.0,16020.0,16075.0,15990.0,14910.0
2014-05-08,15995.0,16005.0,16055.0,15965.0,12512.0
2014-05-09,16015.0,16025.0,16050.0,15995.0,9070.0
2014-05-12,16010.0,15910.0,16010.0,15905.0,22744.0
2014-05-13,15880.0,15940.0,15970.0,15860.0,15308.0
2014-05-14,15940.0,16055.0,16060.0,15925.0,24066.0
2014-05-15,16025.0,15995.0,16035.0,15960.0,10830.0
2014-05-16,15955.0,15910.0,15985.0,15880.0,20544.0
2014-05-19,15905.0,15820.0,15905.0,15750.0,22188.0
2014-05-20,15800.0,15880.0,15905.0,15790.0,13674.0
2014-05-21,15865.0,15905.0,15970.0,15845.0,20242.0
2014-05-22,15910.0,15870.0,15945.0,15860.0,12732.0
2014-05-23,15830.0,15860.0,15900.0,15780.0,21278.0
2014-05-26,15810.0,15855.0,15880.0,15780.0,26040.0
2014-05-27,15870.0,15825.0,15890.0,15805.0,14518.0
2014-05-28,15800.0,15730.0,15830.0,15710.0,34060.0
2014-05-29,15710.0,15730.0,15760.0,15700.0,14286.0
2014-05-30,15760.0,15710.0,15785.0,15650.0,29186.0
2014-06-03,15710.0,15495.0,15730.0,15480.0,60638.0
2014-06-04,15505.0,15445.0,15550.0,15385.0,45876.0
2014-06-05,15415.0,15340.0,15415.0,15260.0,61088.0
2014-06-06,15320.0,15450.0,15460.0,15315.0,43004.0
2014-06-09,15440.0,15385.0,15470.0,15365.0,16976.0
2014-06-10,15365.0,15475.0,15495.0,15360.0,24686.0
2014-06-11,15475.0,15515.0,15550.0,15470.0,31074.0
2014-06-12,15480.0,15440.0,15490.0,15405.0,15220.0
2014-06-13,15480.0,15455.0,15505.0,15430.0,16136.0
2014-06-16,15465.0,15625.0,15665.0,15460.0,43578.0
2014-06-17,15580.0,15545.0,15580.0,15510.0,22560.0
2014-06-18,15530.0,15395.0,15545.0,15385.0,46302.0
2014-06-19,15400.0,15490.0,15500.0,15400.0,37976.0
2014-06-20,15495.0,15470.0,15495.0,15420.0,20286.0
2014-06-23,15445.0,15485.0,15510.0,15430.0,29734.0
2014-06-24,15505.0,15460.0,15520.0,15445.0,22680.0
2014-06-25,15405.0,15415.0,15435.0,15350.0,41050.0
2014-06-26,15345.0,15370.0,15380.0,15280.0,56070.0
2014-06-27,15325.0,15370.0,15395.0,15325.0,31936.0
2014-06-30,15360.0,15410.0,15435.0,15355.0,32546.0
2014-07-01,15370.0,15255.0,15375.0,15180.0,61596.0
2014-07-02,15250.0,15010.0,15250.0,14905.0,117476.0
2014-07-03,14960.0,14800.0,14960.0,14770.0,121540.0
2014-07-04,14790.0,14850.0,14895.0,14750.0,62838.0
2014-07-07,14820.0,14510.0,14830.0,14490.0,115262.0
2014-07-08,14420.0,14625.0,14655.0,14310.0,154418.0
2014-07-09,14570.0,14520.0,14625.0,14485.0,106168.0
2014-07-10,14465.0,14375.0,14585.0,14330.0,118412.0
2014-07-11,14330.0,14230.0,14375.0,14115.0,178380.0
2014-07-14,14210.0,14230.0,14480.0,14200.0,104688.0
2014-07-15,14280.0,14225.0,14310.0,14180.0,77354.0
2014-07-16,14240.0,14385.0,14440.0,14160.0,167342.0
2014-07-17,14340.0,14340.0,14430.0,14290.0,93378.0
2014-07-18,14345.0,14385.0,14425.0,14275.0,82878.0
2014-07-21,14405.0,14415.0,14470.0,14320.0,92832.0
2014-07-22,14415.0,14585.0,14595.0,14360.0,182874.0
2014-07-23,14600.0,14585.0,14630.0,14490.0,119126.0
2014-07-24,14580.0,14470.0,14600.0,14360.0,193350.0
2014-07-25,14320.0,14370.0,14400.0,14265.0,102358.0
2014-07-28,14300.0,14330.0,14390.0,14255.0,88246.0
2014-07-29,14375.0,14400.0,14500.0,14340.0,121286.0
2014-07-30,14350.0,14400.0,14430.0,14340.0,48392.0
2014-07-31,14315.0,14380.0,14410.0,14300.0,47254.0
2014-08-01,14335.0,14020.0,14360.0,14010.0,257628.0
2014-08-04,14090.0,14510.0,14565.0,14050.0,352828.0
2014-08-05,14520.0,14640.0,14755.0,14430.0,489206.0
2014-08-06,14610.0,14690.0,14720.0,14540.0,321934.0
2014-08-07,14705.0,14720.0,14775.0,14650.0,244660.0
2014-08-08,14695.0,14705.0,14745.0,14660.0,123476.0
2014-08-11,14720.0,14930.0,14960.0,14705.0,314354.0
2014-08-12,14890.0,14875.0,14950.0,14805.0,241512.0
2014-08-13,14795.0,14765.0,14850.0,14695.0,205186.0
2014-08-14,14890.0,14830.0,14980.0,14760.0,261768.0
2014-08-15,14800.0,14765.0,14840.0,14725.0,156606.0
2014-08-18,14730.0,14445.0,14770.0,14380.0,330898.0
