,代码,名称,日期,开盘价(元),最高价(元),最低价(元),收盘价(元),结算价,成交额(百万),成交量,持仓量,MA,std,UP,DN,买,平,cost,position,profit,returns
1244,CF105.CZC,郑棉2105,2009-07-28,13835.0,13930.0,13820.0,13850.0,13880.0,26.23,378.0,1950.0,13689.25,138.8819192695723,13967.013838539144,13411.486161460856,0,0,0.0,0,,0.003616640470188515
1245,CF105.CZC,郑棉2105,2009-07-29,13865.0,13900.0,13750.0,13780.0,13820.0,26.68,386.0,1892.0,13703.25,133.09089938835038,13969.4317987767,13437.0682012233,0,0,0.0,0,,-0.005066967047834955
1246,CF105.CZC,郑棉2105,2009-07-30,13835.0,13835.0,13770.0,13770.0,13810.0,5.94,86.0,1862.0,13716.75,125.25249498512994,13967.25498997026,13466.24501002974,0,0,0.0,0,,-0.0007259528449490165
1247,CF105.CZC,郑棉2105,2009-07-31,13800.0,13875.0,13780.0,13845.0,13830.0,22.69,328.0,1856.0,13733.75,118.2357285256872,13970.221457051375,13497.278542948625,0,0,0.0,0,,0.005431843882361601
1248,CF105.CZC,郑棉2105,2009-08-03,13885.0,14015.0,13845.0,13930.0,13920.0,33.69,484.0,2008.0,13755.0,113.3026919362466,13981.605383872493,13528.394616127507,0,0,0.0,0,,0.006120631168789165
1249,CF105.CZC,郑棉2105,2009-08-04,14020.0,14020.0,13860.0,13895.0,13935.0,76.52,1098.0,2104.0,13772.75,105.78840910043029,13984.326818200861,13561.173181799139,0,0,0.0,0,,-0.002515724597247247
1250,CF105.CZC,郑棉2105,2009-08-05,13925.0,13990.0,13895.0,13895.0,13940.0,42.66,612.0,2100.0,13791.5,91.61195336854247,13974.723906737085,13608.276093262915,0,0,0.0,0,,0.0
1251,CF105.CZC,郑棉2105,2009-08-06,13885.0,13905.0,13800.0,13800.0,13840.0,24.08,348.0,2026.0,13805.5,67.1918893915032,13939.883778783007,13671.116221216993,0,0,0.0,0,,-0.006860471031308041
1252,CF105.CZC,郑棉2105,2009-08-07,13765.0,13825.0,13755.0,13755.0,13780.0,32.8,476.0,1962.0,13810.25,59.67568600359781,13929.601372007195,13690.898627992805,0,0,0.0,0,,-0.003266197786621181
1253,CF105.CZC,郑棉2105,2009-08-10,13805.0,13925.0,13800.0,13925.0,13875.0,85.87,1238.0,2526.0,13822.75,56.11316690403421,13934.976333808068,13710.523666191932,0,0,0.0,0,,0.012283391436809918
1254,CF105.CZC,郑棉2105,2009-08-11,13935.0,14190.0,13935.0,14160.0,14075.0,236.05,3354.0,3828.0,13836.5,91.9388383655134,14020.377676731026,13652.622323268974,0,0,0.0,0,,0.01673530245222597
1255,CF105.CZC,郑棉2105,2009-08-12,14150.0,14180.0,14075.0,14075.0,14140.0,107.06,1514.0,4158.0,13848.0,105.64563407921787,14059.291268158435,13636.708731841565,0,0,0.0,0,,-0.006020914239819588
1256,CF105.CZC,郑棉2105,2009-08-13,14140.0,14255.0,14140.0,14200.0,14205.0,109.54,1542.0,4822.0,13867.5,130.0144222769151,14127.52884455383,13607.47115544617,0,0,0.0,0,,0.008841790581461012
1257,CF105.CZC,郑棉2105,2009-08-14,14170.0,14190.0,13985.0,14040.0,14055.0,147.03,2092.0,4866.0,13879.5,134.23766237535574,14147.97532475071,13611.02467524929,0,0,0.0,0,,-0.01133156600954997
1258,CF105.CZC,郑棉2105,2009-08-17,13905.0,14000.0,13495.0,13875.0,13885.0,196.91,2836.0,4788.0,13883.75,132.67323580888498,14149.09647161777,13618.40352838223,1,0,13618.40352838223,1,13.554884153725187,-0.011821738965166811
1259,CF105.CZC,郑棉2105,2009-08-18,13880.0,13920.0,13855.0,13920.0,13885.0,39.44,568.0,4730.0,13889.5,131.62351613598537,14152.747032271971,13626.252967728029,0,-1,0.0,0,,0.0032379952737753475
1260,CF105.CZC,郑棉2105,2009-08-19,13920.0,13920.0,13740.0,13750.0,13780.0,114.8,1666.0,4120.0,13889.25,131.88323434007827,14153.016468680156,13625.483531319844,0,0,0.0,0,,-0.012287830793693253
1261,CF105.CZC,郑棉2105,2009-08-20,13800.0,13860.0,13760.0,13850.0,13825.0,38.29,554.0,4146.0,13894.25,128.3576546217638,14150.965309243527,13637.534690756473,0,0,0.0,0,,0.007246408520767253
1262,CF105.CZC,郑棉2105,2009-08-21,13770.0,13830.0,13755.0,13765.0,13790.0,35.71,518.0,4162.0,13894.0,128.60404348231046,14151.208086964622,13636.791913035378,0,0,0.0,0,,-0.006156094038776846
1263,CF105.CZC,郑棉2105,2009-08-24,13820.0,13950.0,13820.0,13950.0,13910.0,90.68,1304.0,4704.0,13901.5,127.27038147188843,14156.040762943778,13646.959237056222,0,0,0.0,0,,0.01335036967280406
1264,CF105.CZC,郑棉2105,2009-08-25,13920.0,13965.0,13780.0,13845.0,13865.0,89.58,1292.0,4212.0,13901.25,127.37616535286341,14156.002330705727,13646.497669294273,0,0,0.0,0,,-0.007555351644449502
1265,CF105.CZC,郑棉2105,2009-08-26,13800.0,13800.0,13695.0,13720.0,13730.0,138.65,2020.0,4556.0,13898.25,130.85559789325026,14159.9611957865,13636.5388042135,0,0,0.0,0,,-0.00906953432518599
1266,CF105.CZC,郑棉2105,2009-08-27,13700.0,13700.0,13625.0,13665.0,13665.0,111.76,1636.0,5080.0,13893.0,137.81690752589103,14168.633815051782,13617.366184948218,0,0,0.0,0,,-0.004016802917707856
1267,CF105.CZC,郑棉2105,2009-08-28,13690.0,13720.0,13650.0,13695.0,13685.0,43.8,640.0,5002.0,13885.5,144.16050083153846,14173.821001663076,13597.178998336924,0,0,0.0,0,,0.0021929833350100864
1268,CF105.CZC,郑棉2105,2009-08-31,13720.0,13720.0,13585.0,13600.0,13630.0,54.67,802.0,5122.0,13869.0,156.48162831463634,14181.963256629273,13556.036743370727,0,0,0.0,0,,-0.0069610099730351115
1269,CF105.CZC,郑棉2105,2009-09-01,13650.0,13700.0,13620.0,13650.0,13670.0,56.04,820.0,5100.0,13856.75,163.40345008597583,14183.556900171952,13529.943099828048,0,0,0.0,0,,0.0036697288889624017
1270,CF105.CZC,郑棉2105,2009-09-02,13550.0,13570.0,13470.0,13520.0,13525.0,61.94,916.0,5156.0,13838.0,178.73443988218946,14195.46887976438,13480.53112023562,1,0,13480.53112023562,1,13.327540615438398,-0.009569451016150672
1271,CF105.CZC,郑棉2105,2009-09-03,13540.0,13600.0,13525.0,13575.0,13555.0,39.03,576.0,5108.0,13826.75,187.6317870191509,14202.013574038301,13451.486425961699,0,0,13480.53112023562,1,13.385825728888776,0.004059795205181055
1272,CF105.CZC,郑棉2105,2009-09-04,13570.0,13680.0,13565.0,13600.0,13630.0,42.94,630.0,5138.0,13819.0,193.5432768142567,14206.086553628513,13431.913446371487,0,0,13480.53112023562,1,13.412318962275311,0.0018399269220072951
1273,CF105.CZC,郑棉2105,2009-09-07,13610.0,13835.0,13610.0,13800.0,13765.0,225.08,3270.0,5932.0,13812.75,192.03173565845827,14196.813471316917,13428.686528683083,0,-1,0.0,0,,0.014598799421152631
1274,CF105.CZC,郑棉2105,2009-09-08,13820.0,13870.0,13750.0,13830.0,13800.0,134.56,1950.0,6734.0,13796.25,174.89907804216693,14146.048156084335,13446.451843915665,0,0,0.0,0,,0.0021715535135079325
1275,CF105.CZC,郑棉2105,2009-09-09,13860.0,13895.0,13795.0,13805.0,13830.0,72.75,1052.0,6706.0,13782.75,162.86862036623262,14108.487240732466,13457.012759267534,0,0,0.0,0,,-0.001809300294549094
1276,CF105.CZC,郑棉2105,2009-09-10,13815.0,13820.0,13750.0,13800.0,13775.0,43.25,628.0,6848.0,13762.75,132.04615670287416,14026.842313405748,13498.657686594252,0,0,0.0,0,,-0.0003622532189587449
1277,CF105.CZC,郑棉2105,2009-09-11,13810.0,13835.0,13760.0,13785.0,13810.0,44.74,648.0,6974.0,13750.0,115.99568957508723,13981.991379150175,13518.008620849825,0,0,0.0,0,,-0.0010875476873989933
1278,CF105.CZC,郑棉2105,2009-09-14,13735.0,13910.0,13690.0,13910.0,13815.0,202.7,2934.0,7122.0,13751.75,118.11302849389648,13987.976056987793,13515.523943012207,0,0,0.0,0,,0.009026961459591564
1279,CF105.CZC,郑棉2105,2009-09-15,13915.0,14120.0,13895.0,14090.0,14020.0,578.45,8252.0,10382.0,13760.25,134.8469039318293,14029.94380786366,13490.55619213634,0,0,0.0,0,,0.012857319975237393
1280,CF105.CZC,郑棉2105,2009-09-16,14115.0,14140.0,13980.0,14010.0,14030.0,340.55,4854.0,10562.0,13773.25,145.3553834572356,14063.960766914472,13482.539233085528,0,0,0.0,0,,-0.005693965561673243
1281,CF105.CZC,郑棉2105,2009-09-17,14025.0,14115.0,14010.0,14070.0,14060.0,252.63,3594.0,10992.0,13784.25,158.47929675512825,14101.208593510257,13467.291406489743,0,0,0.0,0,,0.004273510777382085
1282,CF105.CZC,郑棉2105,2009-09-18,14100.0,14245.0,14060.0,14070.0,14150.0,440.36,6224.0,12132.0,13799.5,170.13891383219772,14139.777827664395,13459.222172335605,0,0,0.0,0,,0.0
1283,CF105.CZC,郑棉2105,2009-09-21,14120.0,14140.0,14060.0,14070.0,14100.0,139.74,1982.0,12010.0,13805.5,177.30552726861055,14160.111054537221,13450.888945462779,0,0,0.0,0,,0.0
1284,CF105.CZC,郑棉2105,2009-09-22,13975.0,14055.0,13975.0,14045.0,14025.0,203.35,2900.0,11464.0,13815.5,184.73562190330267,14184.971243806605,13446.028756193395,0,0,0.0,0,,-0.0017784105700906494
1285,CF105.CZC,郑棉2105,2009-09-23,14100.0,14145.0,14070.0,14100.0,14105.0,268.43,3806.0,12036.0,13834.5,193.28023696177527,14221.060473923551,13447.939526076449,0,0,0.0,0,,0.003908336827915498
1286,CF105.CZC,郑棉2105,2009-09-24,14090.0,14230.0,14090.0,14230.0,14160.0,317.07,4478.0,12392.0,13862.75,207.22858755490276,14277.207175109805,13448.292824890195,0,0,0.0,0,,0.009177614717638364
1287,CF105.CZC,郑棉2105,2009-09-25,14205.0,14220.0,14150.0,14160.0,14180.0,265.88,3750.0,12824.0,13886.0,213.1056076221365,14312.211215244273,13459.788784755727,0,0,0.0,0,,-0.004931323836187289
1288,CF105.CZC,郑棉2105,2009-09-28,14030.0,14075.0,13950.0,13980.0,14010.0,272.03,3884.0,12092.0,13905.0,203.48218595248088,14311.964371904962,13498.035628095038,0,0,0.0,0,,-0.01279335145990947
1289,CF105.CZC,郑棉2105,2009-09-29,14005.0,14045.0,13970.0,14035.0,14015.0,125.56,1792.0,11748.0,13924.25,196.54054925129319,14317.331098502586,13531.168901497414,0,0,0.0,0,,0.003926473008181603
1290,CF105.CZC,郑棉2105,2009-09-30,13985.0,14020.0,13930.0,14005.0,13970.0,188.63,2700.0,10832.0,13948.5,173.76780484312968,14296.03560968626,13600.96439031374,0,0,0.0,0,,-0.002139801101773913
1291,CF105.CZC,郑棉2105,2009-10-09,14150.0,14320.0,14150.0,14310.0,14265.0,370.7,5198.0,12680.0,13985.25,168.53393575182417,14322.317871503648,13648.182128496352,0,0,0.0,0,,0.021544184856287646
1292,CF105.CZC,郑棉2105,2009-10-12,14350.0,14500.0,14350.0,14415.0,14440.0,804.6,11144.0,16362.0,14026.0,168.98668586607644,14363.973371732152,13688.026628267848,0,0,0.0,0,,0.0073107375220059275
1293,CF105.CZC,郑棉2105,2009-10-13,14345.0,14455.0,14345.0,14400.0,14415.0,309.34,4292.0,16934.0,14056.0,179.15496085791204,14414.309921715823,13697.690078284177,0,0,0.0,0,,-0.001041124508410615
1294,CF105.CZC,郑棉2105,2009-10-14,14475.0,14585.0,14460.0,14580.0,14550.0,661.22,9090.0,20828.0,14093.5,204.60999486828595,14502.719989736572,13684.280010263428,0,0,0.0,0,,0.01242251999855711
1295,CF105.CZC,郑棉2105,2009-10-15,14620.0,14635.0,14515.0,14525.0,14580.0,814.57,11172.0,22806.0,14129.5,213.8159255060296,14557.13185101206,13701.86814898794,0,0,0.0,0,,-0.003779423842537156
1296,CF105.CZC,郑棉2105,2009-10-16,14545.0,14605.0,14525.0,14600.0,14575.0,708.5,9722.0,25054.0,14169.5,223.06333181408368,14615.626663628167,13723.373336371833,0,0,0.0,0,,0.005150225976315861
1297,CF105.CZC,郑棉2105,2009-10-19,14660.0,14880.0,14660.0,14875.0,14805.0,1425.8,19262.0,29264.0,14224.0,253.53796559884282,14731.075931197685,13716.924068802315,0,0,0.0,0,,0.018660422717402612
1298,CF105.CZC,郑棉2105,2009-10-20,14805.0,14885.0,14735.0,14825.0,14800.0,1009.33,13640.0,31246.0,14269.75,274.4425030858012,14818.635006171602,13720.864993828398,0,0,0.0,0,,-0.0033670065479042954
1299,CF105.CZC,郑棉2105,2009-10-21,14775.0,14825.0,14600.0,14615.0,14720.0,1576.76,21424.0,29434.0,14296.0,281.0231307205868,14858.046261441174,13733.953738558826,0,0,0.0,0,,-0.014266546320579838
1300,CF105.CZC,郑棉2105,2009-10-22,14650.0,14730.0,14585.0,14660.0,14650.0,1244.48,16990.0,30602.0,14328.5,283.6419397761904,14895.78387955238,13761.21612044762,0,0,0.0,0,,0.003074297895296099
1301,CF105.CZC,郑棉2105,2009-10-23,14680.0,14740.0,14660.0,14685.0,14695.0,837.93,11406.0,29914.0,14359.25,287.2641423846701,14933.77828476934,13784.72171523066,0,0,0.0,0,,0.001703868192077953
1302,CF105.CZC,郑棉2105,2009-10-26,14615.0,14790.0,14615.0,14775.0,14725.0,1074.12,14588.0,30154.0,14394.5,292.8092382422385,14980.118476484477,13808.881523515523,0,0,0.0,0,,0.006109998641578474
1303,CF105.CZC,郑棉2105,2009-10-27,14725.0,14815.0,14705.0,14755.0,14765.0,841.14,11392.0,30812.0,14428.75,292.91156941985065,15014.573138839702,13842.926861160298,0,0,0.0,0,,-0.0013545548972591806
1304,CF105.CZC,郑棉2105,2009-10-28,14750.0,14970.0,14750.0,14955.0,14890.0,2911.74,39114.0,43750.0,14474.25,300.35094056786306,15074.951881135727,13873.548118864273,0,0,0.0,0,,0.013463683687008681
1305,CF105.CZC,郑棉2105,2009-10-29,14915.0,14965.0,14685.0,14730.0,14810.0,3902.55,52702.0,40412.0,14505.75,292.37935546135947,15090.508710922719,13920.991289077281,0,0,0.0,0,,-0.015159461607372443
1306,CF105.CZC,郑棉2105,2009-10-30,14805.0,14875.0,14730.0,14775.0,14785.0,2878.78,38942.0,46438.0,14533.0,290.80233836748977,15114.60467673498,13951.39532326502,0,0,0.0,0,,0.003050332817623097
1307,CF105.CZC,郑棉2105,2009-11-02,14735.0,14905.0,14730.0,14880.0,14855.0,4170.32,56154.0,53264.0,14569.0,286.9390179114719,15142.878035822943,13995.121964177057,0,0,0.0,0,,0.007081466112783955
1308,CF105.CZC,郑棉2105,2009-11-03,14870.0,14930.0,14855.0,14895.0,14895.0,2817.78,37836.0,56118.0,14614.75,261.16792969275537,15137.08585938551,14092.41414061449,0,0,0.0,0,,0.0010075567602997706
1309,CF105.CZC,郑棉2105,2009-11-04,14895.0,14920.0,14855.0,14890.0,14890.0,1771.82,23800.0,58914.0,14657.5,231.00595230426424,15119.51190460853,14195.48809539147,0,0,0.0,0,,-0.00033573946932799877
1310,CF105.CZC,郑棉2105,2009-11-05,14935.0,14940.0,14870.0,14895.0,14905.0,1840.78,24704.0,61788.0,14702.0,181.42767153882562,15064.855343077652,14339.144656922348,0,0,0.0,0,,0.00033573946932799324
1311,CF105.CZC,郑棉2105,2009-11-06,14865.0,15020.0,14865.0,14990.0,14965.0,4897.44,65454.0,74498.0,14736.0,168.0,15072.0,14400.0,0,0,0.0,0,,0.006357725949260689
1312,CF105.CZC,郑棉2105,2009-11-09,14960.0,15250.0,14930.0,15210.0,15135.0,9448.17,124848.0,93096.0,14775.75,180.90242535687574,15137.554850713752,14413.945149286248,0,0,0.0,0,,0.014569794156695235
1313,CF105.CZC,郑棉2105,2009-11-10,15235.0,15365.0,15235.0,15295.0,15305.0,8049.17,105200.0,97650.0,14820.5,192.7297330460456,15205.959466092092,14435.040533907908,0,0,0.0,0,,0.005572871331665357
1314,CF105.CZC,郑棉2105,2009-11-11,15365.0,15515.0,15350.0,15505.0,15445.0,8898.12,115210.0,116680.0,14866.75,235.67071837629723,15338.091436752595,14395.408563247405,0,0,0.0,0,,0.013636574949545444
1315,CF105.CZC,郑棉2105,2009-11-12,15420.0,15450.0,15310.0,15415.0,15385.0,7680.63,99854.0,116152.0,14911.25,250.49887724299285,15412.247754485985,14410.252245514015,0,0,0.0,0,,-0.0058214912142986255
1316,CF105.CZC,郑棉2105,2009-11-13,15365.0,15615.0,15305.0,15400.0,15485.0,15411.78,199054.0,135884.0,14951.25,261.2464114586074,15473.742822917215,14428.757177082785,0,0,0.0,0,,-0.0009735519185301513
1317,CF105.CZC,郑棉2105,2009-11-16,15440.0,15495.0,15320.0,15360.0,15415.0,9919.95,128722.0,141540.0,14975.5,275.181303870739,15525.862607741477,14425.137392258523,0,0,0.0,0,,-0.0026007817000573675
1318,CF105.CZC,郑棉2105,2009-11-17,15420.0,15520.0,15270.0,15475.0,15430.0,14727.69,190880.0,149408.0,15008.0,293.27632021695854,15594.552640433918,14421.447359566082,0,0,0.0,0,,0.007459090851133765
1319,CF105.CZC,郑棉2105,2009-11-18,15460.0,15560.0,15430.0,15470.0,15495.0,9909.08,127884.0,149044.0,15050.75,295.183311689533,15641.116623379066,14460.383376620934,0,0,0.0,0,,-0.00032315398568501436
1320,CF105.CZC,郑棉2105,2009-11-19,15510.0,15515.0,15350.0,15395.0,15410.0,8308.42,107848.0,158614.0,15087.5,289.95473784713363,15667.409475694267,14507.590524305733,0,0,0.0,0,,-0.00485988320851104
1321,CF105.CZC,郑棉2105,2009-11-20,15405.0,15665.0,15380.0,15665.0,15565.0,18564.14,238530.0,160364.0,15136.5,300.41263289016325,15737.325265780326,14535.674734219674,0,0,0.0,0,,0.017386143027691422
1322,CF105.CZC,郑棉2105,2009-11-23,15815.0,16190.0,15765.0,16190.0,16000.0,17768.23,222132.0,174444.0,15207.25,366.3348024689983,15939.919604937997,14474.580395062003,0,0,0.0,0,,0.03296484328538881
1323,CF105.CZC,郑棉2105,2009-11-24,16200.0,16315.0,15955.0,16230.0,16180.0,31483.24,389170.0,184340.0,15281.0,413.3237230065557,16107.647446013112,14454.352553986888,0,0,0.0,0,,0.00246761383695612
1324,CF105.CZC,郑棉2105,2009-11-25,16300.0,16400.0,16035.0,16140.0,16190.0,40626.96,501842.0,203128.0,15340.25,445.9889993037945,16232.227998607588,14448.272001392412,0,0,0.0,0,,-0.005560718684697065
1325,CF105.CZC,郑棉2105,2009-11-26,16090.0,16215.0,15890.0,15970.0,16045.0,34240.49,426800.0,206758.0,15402.25,443.02504161728825,16288.300083234577,14516.199916765423,0,0,0.0,0,,-0.010588700614881688
1326,CF105.CZC,郑棉2105,2009-11-27,15900.0,15990.0,15400.0,15630.0,15745.0,31247.4,396914.0,181120.0,15445.0,421.14724265985643,16287.294485319713,14602.705514680287,0,0,0.0,0,,-0.021519817793535817
1327,CF105.CZC,郑棉2105,2009-11-30,15800.0,15900.0,15635.0,15800.0,15770.0,28458.67,360914.0,182440.0,15491.0,406.9262832504187,16304.852566500838,14677.147433499162,0,0,0.0,0,,0.010817795599535957
1328,CF105.CZC,郑棉2105,2009-12-01,15830.0,15835.0,15560.0,15610.0,15650.0,19224.76,245688.0,176872.0,15526.75,383.7423452005264,16294.234690401052,14759.265309598948,0,0,0.0,0,,-0.012098205505580377
1329,CF105.CZC,郑棉2105,2009-12-02,15565.0,15735.0,15540.0,15655.0,15660.0,20619.54,263346.0,184196.0,15565.0,355.450418483366,16275.900836966732,14854.099163033268,0,0,0.0,0,,0.002878620251028253
1330,CF105.CZC,郑棉2105,2009-12-03,15620.0,15985.0,15605.0,15960.0,15850.0,37822.66,477250.0,206806.0,15618.25,329.9480072678118,16278.146014535623,14958.353985464377,0,0,0.0,0,,0.01929523724329371
1331,CF105.CZC,郑棉2105,2009-12-04,15905.0,15995.0,15785.0,15865.0,15895.0,26887.24,338294.0,190514.0,15662.0,300.43468508146657,16262.869370162933,15061.130629837067,0,0,0.0,0,,-0.005970166986503796
1332,CF105.CZC,郑棉2105,2009-12-07,15855.0,16130.0,15855.0,16100.0,16050.0,25925.89,323078.0,207098.0,15706.5,296.07051524932365,16298.641030498648,15114.358969501352,0,0,0.0,0,,0.01470384695525852
1333,CF105.CZC,郑棉2105,2009-12-08,16210.0,16310.0,16045.0,16140.0,16145.0,29797.94,369094.0,208188.0,15748.75,294.6221096591361,16337.994219318272,15159.505780681728,0,0,0.0,0,,0.002481390851385476
1334,CF105.CZC,郑棉2105,2009-12-09,16010.0,16050.0,15740.0,15750.0,15890.0,17541.83,220782.0,189230.0,15761.0,289.27754838562913,16339.555096771259,15182.444903228741,0,0,0.0,0,,-0.024460297570160692
1335,CF105.CZC,郑棉2105,2009-12-10,15785.0,15900.0,15640.0,15760.0,15765.0,16492.96,209252.0,178828.0,15778.25,278.20529739744353,16334.660594794886,15221.839405205114,0,0,0.0,0,,0.000634719158090907
1336,CF105.CZC,郑棉2105,2009-12-11,15750.0,15905.0,15700.0,15770.0,15805.0,23369.25,295730.0,194264.0,15796.75,264.3968371595999,16325.5436743192,15267.9563256808,0,0,0.0,0,,0.0006343165452139643
1337,CF105.CZC,郑棉2105,2009-12-14,15835.0,15845.0,15635.0,15725.0,15715.0,15844.08,201618.0,189070.0,15815.0,245.54531150074928,16306.090623001499,15323.909376998501,0,0,0.0,0,,-0.0028575983884428467
1338,CF105.CZC,郑棉2105,2009-12-15,15860.0,16080.0,15810.0,16070.0,15940.0,24644.45,309176.0,214232.0,15844.75,238.4925313295995,16321.7350626592,15367.7649373408,0,0,0.0,0,,0.02170237716291702
1339,CF105.CZC,郑棉2105,2009-12-16,16005.0,16065.0,15950.0,15995.0,16000.0,22348.07,279316.0,217350.0,15871.0,224.26881191998143,16319.537623839962,15422.462376160038,0,0,0.0,0,,-0.004678006347939857
1340,CF105.CZC,郑棉2105,2009-12-17,16170.0,16175.0,15840.0,15860.0,15970.0,24382.21,305388.0,205386.0,15894.25,196.04384076017283,16286.337681520346,15502.162318479654,0,0,0.0,0,,-0.008475957194779449
1341,CF105.CZC,郑棉2105,2009-12-18,15780.0,16045.0,15780.0,15970.0,15950.0,21412.88,268540.0,194420.0,15909.5,189.36670773924334,16288.233415478488,15530.766584521512,0,0,0.0,0,,0.006911746020219224
1342,CF105.CZC,郑棉2105,2009-12-21,15995.0,15995.0,15850.0,15885.0,15910.0,10739.04,134998.0,185764.0,15894.25,178.1100432317055,16250.47008646341,15538.02991353659,0,0,0.0,0,,-0.005336694505441591
1343,CF105.CZC,郑棉2105,2009-12-22,15845.0,16065.0,15840.0,15915.0,15965.0,23566.82,295218.0,193420.0,15878.5,160.8112247326038,16200.122449465207,15556.877550534793,0,0,0.0,0,,0.0018867930125766356
1344,CF105.CZC,郑棉2105,2009-12-23,15870.0,15920.0,15680.0,15730.0,15770.0,21040.31,266798.0,199664.0,15858.0,152.06413120785587,16162.128262415712,15553.871737584288,0,0,0.0,0,,-0.011692343663869738
1345,CF105.CZC,郑棉2105,2009-12-24,15770.0,15830.0,15665.0,15800.0,15760.0,20033.74,254274.0,189296.0,15849.5,150.3071854569834,16150.114370913967,15548.885629086033,0,0,0.0,0,,0.004440222962734564
1346,CF105.CZC,郑棉2105,2009-12-25,15770.0,16055.0,15725.0,15995.0,15935.0,35405.58,444320.0,217658.0,15867.75,144.59836617334236,16156.946732346685,15578.553267653315,0,0,0.0,0,,0.012266233368560272
1347,CF105.CZC,郑棉2105,2009-12-28,16040.0,16575.0,16020.0,16575.0,16435.0,41404.29,503838.0,284988.0,15906.5,210.20882474339655,16326.917649486793,15486.082350513207,0,0,0.0,0,,0.035619362670444965
1348,CF105.CZC,郑棉2105,2009-12-29,16640.0,16715.0,16460.0,16500.0,16595.0,48502.69,584560.0,280598.0,15951.0,235.42302351299458,16421.84604702599,15480.153952974011,0,0,0.0,0,,-0.004535155165391262
1349,CF105.CZC,郑棉2105,2009-12-30,16480.0,16580.0,16390.0,16485.0,16495.0,33086.7,401138.0,283552.0,15992.5,252.14826987310462,16496.79653974621,15488.203460253791,0,0,0.0,0,,-0.0009095043828404999
1350,CF105.CZC,郑棉2105,2009-12-31,16540.0,16615.0,16450.0,16520.0,16525.0,30882.04,373734.0,267708.0,16020.5,276.86594228976594,16574.23188457953,15466.768115420467,0,0,0.0,0,,0.0021208915691376296
1351,CF105.CZC,郑棉2105,2010-01-04,16600.0,16845.0,16530.0,16610.0,16715.0,41703.86,498986.0,265668.0,16057.75,302.3800381969683,16662.510076393937,15452.989923606063,0,0,0.0,0,,0.0054331555323713894
1352,CF105.CZC,郑棉2105,2010-01-05,16650.0,16680.0,16485.0,16525.0,16575.0,22832.32,275464.0,237418.0,16079.0,319.07522623983203,16717.150452479666,15440.849547520336,0,0,0.0,0,,-0.005130537887453538
1353,CF105.CZC,郑棉2105,2010-01-06,16280.0,16480.0,16190.0,16320.0,16350.0,24593.45,300808.0,198944.0,16088.0,323.18106380170235,16734.362127603406,15441.637872396595,0,0,0.0,0,,-0.012483036201789043
1354,CF105.CZC,郑棉2105,2010-01-07,16395.0,16500.0,15710.0,16035.0,16190.0,25391.83,313640.0,161464.0,16102.25,314.1197025020876,16730.489405004177,15474.010594995825,0,0,0.0,0,,-0.017617516390842705
1355,CF105.CZC,郑棉2105,2010-01-08,16030.0,16065.0,15800.0,15960.0,15955.0,15161.57,190082.0,146278.0,16112.25,306.1473297286782,16724.544659457355,15499.955340542643,0,0,0.0,0,,-0.004688241123455493
1356,CF105.CZC,郑棉2105,2010-01-11,16060.0,16165.0,15985.0,16040.0,16075.0,9346.42,116288.0,139556.0,16125.75,296.5605966746088,16718.871193349216,15532.628806650782,0,0,0.0,0,,0.005000010416705839
1357,CF105.CZC,郑棉2105,2010-01-12,16120.0,16215.0,15965.0,16070.0,16120.0,7870.46,97660.0,137466.0,16143.0,282.44645510255566,16707.89291020511,15578.107089794888,0,0,0.0,0,,0.0018685773110527486
1358,CF105.CZC,郑棉2105,2010-01-13,15780.0,15880.0,15740.0,15755.0,15810.0,6190.0,78300.0,127842.0,16127.25,294.59919806408163,16716.448396128162,15538.051603871836,0,0,0.0,0,,-0.019796404540183322
1359,CF105.CZC,郑棉2105,2010-01-14,15900.0,15900.0,15770.0,15780.0,15830.0,2809.34,35492.0,124894.0,16116.5,303.03093901448415,16722.56187802897,15510.438121971032,0,0,0.0,0,,0.0015855402084903544
1360,CF105.CZC,郑棉2105,2010-01-15,15750.0,15820.0,15660.0,15685.0,15730.0,3788.24,48172.0,121984.0,16107.75,312.6838459210837,16733.117691842166,15482.382308157832,0,0,0.0,0,,-0.006038473775086718
1361,CF105.CZC,郑棉2105,2010-01-18,15605.0,15715.0,15580.0,15680.0,15660.0,1616.68,20646.0,120178.0,16093.25,325.2086830021609,16743.667366004323,15442.832633995678,0,0,0.0,0,,-0.00031882672037973083
1362,CF105.CZC,郑棉2105,2010-01-19,15725.0,15750.0,15650.0,15680.0,15705.0,1165.43,14842.0,118394.0,16083.0,334.70285328930197,16752.405706578604,15413.594293421396,0,0,0.0,0,,0.0
1363,CF105.CZC,郑棉2105,2010-01-20,15680.0,15700.0,15405.0,15410.0,15520.0,3015.17,38856.0,122162.0,16057.75,364.1753526805459,16786.100705361092,15329.399294638908,0,0,0.0,0,,-0.017369365590237378
1364,CF105.CZC,郑棉2105,2010-01-21,15400.0,15550.0,15310.0,15550.0,15460.0,3780.84,48912.0,115278.0,16048.75,374.24883099349825,16797.247661986996,15300.252338013004,0,0,0.0,0,,0.009043989293218755
