===============================================================================
Id,,len,datetime,open,high,low,close,volume,openinterest,MA_1_0,len,datetime,Broker,len,cash,value,BuySell,len,buy,sell,Trades - Net Profit/Loss,len,pnlplus,pnlminus,DrawDown,len,drawdown,maxdrawdown,MACD_Strategy,len,datetime,Broker,len,cash,value,BuySell,len,buy,sell,Trades - Net Profit/Loss,len,pnlplus,pnlminus,DrawDown,len,drawdown,maxdrawdown,Bolling_2_0,len,datetime,Broker,len,cash,value,BuySell,len,buy,sell,Trades - Net Profit/Loss,len,pnlplus,pnlminus,DrawDown,len,drawdown,maxdrawdown
219,,73,2020-12-18 00:00:00,14865.0,15020.0,14865.0,14935.0,371966.0,,MA_1_0,73,737777.0,Broker,73,119339.75000000003,150703.25000000003,BuySell,73,14642.025,,Trades - Net Profit/Loss,73,,,DrawDown,73,7.472210028027869,11.147608420031498,MACD_Strategy,73,737777.0,Broker,73,119339.75000000003,150703.25000000003,BuySell,73,14642.025,,Trades - Net Profit/Loss,73,,,DrawDown,73,7.472210028027869,11.147608420031498,Bolling_2_0,73,737777.0,Broker,73,119339.75000000003,150703.25000000003,BuySell,73,,,Trades - Net Profit/Loss,73,,,DrawDown,73,7.472210028027869,11.147608420031498
220,,74,2020-12-21 00:00:00,14900.0,15100.0,14900.0,15100.0,351823.0,,MA_1_0,74,737780.0,Broker,74,141034.93750000003,151604.93750000003,BuySell,74,14676.5,,Trades - Net Profit/Loss,74,,,DrawDown,74,6.918597868898238,11.147608420031498,MACD_Strategy,73,737777.0,Broker,73,119339.75000000003,150703.25000000003,BuySell,73,14642.025,,Trades - Net Profit/Loss,73,,,DrawDown,73,7.472210028027869,11.147608420031498,Bolling_2_0,73,737777.0,Broker,73,119339.75000000003,150703.25000000003,BuySell,73,,,Trades - Net Profit/Loss,73,,,DrawDown,73,7.472210028027869,11.147608420031498
221,,74,2020-12-21 00:00:00,14900.0,15100.0,14900.0,15100.0,351823.0,,MA_1_0,74,737780.0,Broker,74,141034.93750000003,151604.93750000003,BuySell,74,14676.5,,Trades - Net Profit/Loss,74,,,DrawDown,74,6.918597868898238,11.147608420031498,MACD_Strategy,74,737780.0,Broker,74,141034.93750000003,151604.93750000003,BuySell,74,14676.5,,Trades - Net Profit/Loss,74,,,DrawDown,74,6.918597868898238,11.147608420031498,Bolling_2_0,73,737777.0,Broker,73,119339.75000000003,150703.25000000003,BuySell,73,,,Trades - Net Profit/Loss,73,,,DrawDown,73,7.472210028027869,11.147608420031498
222,,74,2020-12-21 00:00:00,14900.0,15100.0,14900.0,15100.0,351823.0,,MA_1_0,74,737780.0,Broker,74,141034.93750000003,151604.93750000003,BuySell,74,14676.5,,Trades - Net Profit/Loss,74,,,DrawDown,74,6.918597868898238,11.147608420031498,MACD_Strategy,74,737780.0,Broker,74,141034.93750000003,151604.93750000003,BuySell,74,14676.5,,Trades - Net Profit/Loss,74,,,DrawDown,74,6.918597868898238,11.147608420031498,Bolling_2_0,74,737780.0,Broker,74,141034.93750000003,151604.93750000003,BuySell,74,,15326.499999999998,Trades - Net Profit/Loss,74,19790.000000000036,,DrawDown,74,6.918597868898238,11.147608420031498
223,,75,2020-12-22 00:00:00,15000.0,15000.0,14510.0,14535.0,591867.0,,MA_1_0,75,737781.0,Broker,75,135317.46875000003,145491.96875000003,BuySell,75,14292.35,,Trades - Net Profit/Loss,75,,,DrawDown,75,10.671798205355673,11.147608420031498,MACD_Strategy,74,737780.0,Broker,74,141034.93750000003,151604.93750000003,BuySell,74,14676.5,,Trades - Net Profit/Loss,74,,,DrawDown,74,6.918597868898238,11.147608420031498,Bolling_2_0,74,737780.0,Broker,74,141034.93750000003,151604.93750000003,BuySell,74,,15326.499999999998,Trades - Net Profit/Loss,74,19790.000000000036,,DrawDown,74,6.918597868898238,11.147608420031498
224,,75,2020-12-22 00:00:00,15000.0,15000.0,14510.0,14535.0,591867.0,,MA_1_0,75,737781.0,Broker,75,135317.46875000003,145491.96875000003,BuySell,75,14292.35,,Trades - Net Profit/Loss,75,,,DrawDown,75,10.671798205355673,11.147608420031498,MACD_Strategy,75,737781.0,Broker,75,135317.46875000003,145491.96875000003,BuySell,75,14292.35,,Trades - Net Profit/Loss,75,,,DrawDown,75,10.671798205355673,11.147608420031498,Bolling_2_0,74,737780.0,Broker,74,141034.93750000003,151604.93750000003,BuySell,74,,15326.499999999998,Trades - Net Profit/Loss,74,19790.000000000036,,DrawDown,74,6.918597868898238,11.147608420031498
225,,75,2020-12-22 00:00:00,15000.0,15000.0,14510.0,14535.0,591867.0,,MA_1_0,75,737781.0,Broker,75,135317.46875000003,145491.96875000003,BuySell,75,14292.35,,Trades - Net Profit/Loss,75,,,DrawDown,75,10.671798205355673,11.147608420031498,MACD_Strategy,75,737781.0,Broker,75,135317.46875000003,145491.96875000003,BuySell,75,14292.35,,Trades - Net Profit/Loss,75,,,DrawDown,75,10.671798205355673,11.147608420031498,Bolling_2_0,75,737781.0,Broker,75,135317.46875000003,145491.96875000003,BuySell,75,,15224.999999999998,Trades - Net Profit/Loss,75,,,DrawDown,75,10.671798205355673,11.147608420031498
226,,76,2020-12-23 00:00:00,14640.0,14735.0,14505.0,14725.0,369750.0,,MA_1_0,76,737782.0,Broker,76,123105.46875000003,148874.21875000003,BuySell,76,14287.425,,Trades - Net Profit/Loss,76,,,DrawDown,76,8.595186601871989,11.147608420031498,MACD_Strategy,75,737781.0,Broker,75,135317.46875000003,145491.96875000003,BuySell,75,14292.35,,Trades - Net Profit/Loss,75,,,DrawDown,75,10.671798205355673,11.147608420031498,Bolling_2_0,75,737781.0,Broker,75,135317.46875000003,145491.96875000003,BuySell,75,,15224.999999999998,Trades - Net Profit/Loss,75,,,DrawDown,75,10.671798205355673,11.147608420031498
227,,76,2020-12-23 00:00:00,14640.0,14735.0,14505.0,14725.0,369750.0,,MA_1_0,76,737782.0,Broker,76,123105.46875000003,148874.21875000003,BuySell,76,14287.425,,Trades - Net Profit/Loss,76,,,DrawDown,76,8.595186601871989,11.147608420031498,MACD_Strategy,76,737782.0,Broker,76,123105.46875000003,148874.21875000003,BuySell,76,14287.425,,Trades - Net Profit/Loss,76,,,DrawDown,76,8.595186601871989,11.147608420031498,Bolling_2_0,75,737781.0,Broker,75,135317.46875000003,145491.96875000003,BuySell,75,,15224.999999999998,Trades - Net Profit/Loss,75,,,DrawDown,75,10.671798205355673,11.147608420031498
228,,76,2020-12-23 00:00:00,14640.0,14735.0,14505.0,14725.0,369750.0,,MA_1_0,76,737782.0,Broker,76,123105.46875000003,148874.21875000003,BuySell,76,14287.425,,Trades - Net Profit/Loss,76,,,DrawDown,76,8.595186601871989,11.147608420031498,MACD_Strategy,76,737782.0,Broker,76,123105.46875000003,148874.21875000003,BuySell,76,14287.425,,Trades - Net Profit/Loss,76,,,DrawDown,76,8.595186601871989,11.147608420031498,Bolling_2_0,76,737782.0,Broker,76,123105.46875000003,148874.21875000003,BuySell,76,14287.425,,Trades - Net Profit/Loss,76,,,DrawDown,76,8.595186601871989,11.147608420031498
229,,77,2020-12-24 00:00:00,14805.0,14840.0,14705.0,14790.0,222227.0,,MA_1_0,77,737783.0,Broker,77,145657.28645833337,150833.78645833337,BuySell,77,14484.425,,Trades - Net Profit/Loss,77,,,DrawDown,77,7.392064112127896,11.147608420031498,MACD_Strategy,76,737782.0,Broker,76,123105.46875000003,148874.21875000003,BuySell,76,14287.425,,Trades - Net Profit/Loss,76,,,DrawDown,76,8.595186601871989,11.147608420031498,Bolling_2_0,76,737782.0,Broker,76,123105.46875000003,148874.21875000003,BuySell,76,14287.425,,Trades - Net Profit/Loss,76,,,DrawDown,76,8.595186601871989,11.147608420031498
230,,77,2020-12-24 00:00:00,14805.0,14840.0,14705.0,14790.0,222227.0,,MA_1_0,77,737783.0,Broker,77,145657.28645833337,150833.78645833337,BuySell,77,14484.425,,Trades - Net Profit/Loss,77,,,DrawDown,77,7.392064112127896,11.147608420031498,MACD_Strategy,77,737783.0,Broker,77,145657.28645833337,150833.78645833337,BuySell,77,,15062.599999999999,Trades - Net Profit/Loss,77,,,DrawDown,77,7.392064112127896,11.147608420031498,Bolling_2_0,76,737782.0,Broker,76,123105.46875000003,148874.21875000003,BuySell,76,14287.425,,Trades - Net Profit/Loss,76,,,DrawDown,76,8.595186601871989,11.147608420031498
231,,77,2020-12-24 00:00:00,14805.0,14840.0,14705.0,14790.0,222227.0,,MA_1_0,77,737783.0,Broker,77,145657.28645833337,150833.78645833337,BuySell,77,14484.425,,Trades - Net Profit/Loss,77,,,DrawDown,77,7.392064112127896,11.147608420031498,MACD_Strategy,77,737783.0,Broker,77,145657.28645833337,150833.78645833337,BuySell,77,,15062.599999999999,Trades - Net Profit/Loss,77,,,DrawDown,77,7.392064112127896,11.147608420031498,Bolling_2_0,77,737783.0,Broker,77,145657.28645833337,150833.78645833337,BuySell,77,,,Trades - Net Profit/Loss,77,,,DrawDown,77,7.392064112127896,11.147608420031498
232,,78,2020-12-25 00:00:00,14785.0,14945.0,14765.0,14930.0,256245.0,,MA_1_0,78,737784.0,Broker,78,146343.76822916672,151569.26822916672,BuySell,78,14543.525,,Trades - Net Profit/Loss,78,,,DrawDown,78,6.940497853139574,11.147608420031498,MACD_Strategy,77,737783.0,Broker,77,145657.28645833337,150833.78645833337,BuySell,77,,15062.599999999999,Trades - Net Profit/Loss,77,,,DrawDown,77,7.392064112127896,11.147608420031498,Bolling_2_0,77,737783.0,Broker,77,145657.28645833337,150833.78645833337,BuySell,77,,,Trades - Net Profit/Loss,77,,,DrawDown,77,7.392064112127896,11.147608420031498
233,,78,2020-12-25 00:00:00,14785.0,14945.0,14765.0,14930.0,256245.0,,MA_1_0,78,737784.0,Broker,78,146343.76822916672,151569.26822916672,BuySell,78,14543.525,,Trades - Net Profit/Loss,78,,,DrawDown,78,6.940497853139574,11.147608420031498,MACD_Strategy,78,737784.0,Broker,78,146343.76822916672,151569.26822916672,BuySell,78,,15169.175,Trades - Net Profit/Loss,78,,,DrawDown,78,6.940497853139574,11.147608420031498,Bolling_2_0,77,737783.0,Broker,77,145657.28645833337,150833.78645833337,BuySell,77,,,Trades - Net Profit/Loss,77,,,DrawDown,77,7.392064112127896,11.147608420031498
234,,78,2020-12-25 00:00:00,14785.0,14945.0,14765.0,14930.0,256245.0,,MA_1_0,78,737784.0,Broker,78,146343.76822916672,151569.26822916672,BuySell,78,14543.525,,Trades - Net Profit/Loss,78,,,DrawDown,78,6.940497853139574,11.147608420031498,MACD_Strategy,78,737784.0,Broker,78,146343.76822916672,151569.26822916672,BuySell,78,,15169.175,Trades - Net Profit/Loss,78,,,DrawDown,78,6.940497853139574,11.147608420031498,Bolling_2_0,78,737784.0,Broker,78,146343.76822916672,151569.26822916672,BuySell,78,,,Trades - Net Profit/Loss,78,,,DrawDown,78,6.940497853139574,11.147608420031498
235,,79,2020-12-28 00:00:00,14890.0,14925.0,14805.0,14865.0,217794.0,,MA_1_0,79,737787.0,Broker,79,145988.63411458337,151191.38411458337,BuySell,79,14582.925,,Trades - Net Profit/Loss,79,,,DrawDown,79,7.172508655746102,11.147608420031498,MACD_Strategy,78,737784.0,Broker,78,146343.76822916672,151569.26822916672,BuySell,78,,15169.175,Trades - Net Profit/Loss,78,,,DrawDown,78,6.940497853139574,11.147608420031498,Bolling_2_0,78,737784.0,Broker,78,146343.76822916672,151569.26822916672,BuySell,78,,,Trades - Net Profit/Loss,78,,,DrawDown,78,6.940497853139574,11.147608420031498
236,,79,2020-12-28 00:00:00,14890.0,14925.0,14805.0,14865.0,217794.0,,MA_1_0,79,737787.0,Broker,79,145988.63411458337,151191.38411458337,BuySell,79,14582.925,,Trades - Net Profit/Loss,79,,,DrawDown,79,7.172508655746102,11.147608420031498,MACD_Strategy,79,737787.0,Broker,79,145988.63411458337,151191.38411458337,BuySell,79,,15148.874999999998,Trades - Net Profit/Loss,79,,,DrawDown,79,7.172508655746102,11.147608420031498,Bolling_2_0,78,737784.0,Broker,78,146343.76822916672,151569.26822916672,BuySell,78,,,Trades - Net Profit/Loss,78,,,DrawDown,78,6.940497853139574,11.147608420031498
237,,79,2020-12-28 00:00:00,14890.0,14925.0,14805.0,14865.0,217794.0,,MA_1_0,79,737787.0,Broker,79,145988.63411458337,151191.38411458337,BuySell,79,14582.925,,Trades - Net Profit/Loss,79,,,DrawDown,79,7.172508655746102,11.147608420031498,MACD_Strategy,79,737787.0,Broker,79,145988.63411458337,151191.38411458337,BuySell,79,,15148.874999999998,Trades - Net Profit/Loss,79,,,DrawDown,79,7.172508655746102,11.147608420031498,Bolling_2_0,79,737787.0,Broker,79,145988.63411458337,151191.38411458337,BuySell,79,,,Trades - Net Profit/Loss,79,,,DrawDown,79,7.172508655746102,11.147608420031498
238,,80,2020-12-29 00:00:00,14890.0,14970.0,14800.0,14855.0,281125.0,,MA_1_0,80,737788.0,Broker,80,145918.56705729172,151117.81705729172,BuySell,80,14578.0,,Trades - Net Profit/Loss,80,,,DrawDown,80,7.217676873591029,11.147608420031498,MACD_Strategy,79,737787.0,Broker,79,145988.63411458337,151191.38411458337,BuySell,79,,15148.874999999998,Trades - Net Profit/Loss,79,,,DrawDown,79,7.172508655746102,11.147608420031498,Bolling_2_0,79,737787.0,Broker,79,145988.63411458337,151191.38411458337,BuySell,79,,,Trades - Net Profit/Loss,79,,,DrawDown,79,7.172508655746102,11.147608420031498
239,,80,2020-12-29 00:00:00,14890.0,14970.0,14800.0,14855.0,281125.0,,MA_1_0,80,737788.0,Broker,80,145918.56705729172,151117.81705729172,BuySell,80,14578.0,,Trades - Net Profit/Loss,80,,,DrawDown,80,7.217676873591029,11.147608420031498,MACD_Strategy,80,737788.0,Broker,80,145918.56705729172,151117.81705729172,BuySell,80,,15194.55,Trades - Net Profit/Loss,80,,,DrawDown,80,7.217676873591029,11.147608420031498,Bolling_2_0,79,737787.0,Broker,79,145988.63411458337,151191.38411458337,BuySell,79,,,Trades - Net Profit/Loss,79,,,DrawDown,79,7.172508655746102,11.147608420031498
240,,80,2020-12-29 00:00:00,14890.0,14970.0,14800.0,14855.0,281125.0,,MA_1_0,80,737788.0,Broker,80,145918.56705729172,151117.81705729172,BuySell,80,14578.0,,Trades - Net Profit/Loss,80,,,DrawDown,80,7.217676873591029,11.147608420031498,MACD_Strategy,80,737788.0,Broker,80,145918.56705729172,151117.81705729172,BuySell,80,,15194.55,Trades - Net Profit/Loss,80,,,DrawDown,80,7.217676873591029,11.147608420031498,Bolling_2_0,80,737788.0,Broker,80,145918.56705729172,151117.81705729172,BuySell,80,,,Trades - Net Profit/Loss,80,,,DrawDown,80,7.217676873591029,11.147608420031498
241,,81,2020-12-30 00:00:00,14870.0,15075.0,14850.0,15040.0,427213.0,,MA_1_0,81,737789.0,Broker,81,146832.03352864587,152096.03352864587,BuySell,81,14627.25,,Trades - Net Profit/Loss,81,,,DrawDown,81,6.617077960106542,11.147608420031498,MACD_Strategy,80,737788.0,Broker,80,145918.56705729172,151117.81705729172,BuySell,80,,15194.55,Trades - Net Profit/Loss,80,,,DrawDown,80,7.217676873591029,11.147608420031498,Bolling_2_0,80,737788.0,Broker,80,145918.56705729172,151117.81705729172,BuySell,80,,,Trades - Net Profit/Loss,80,,,DrawDown,80,7.217676873591029,11.147608420031498
242,,81,2020-12-30 00:00:00,14870.0,15075.0,14850.0,15040.0,427213.0,,MA_1_0,81,737789.0,Broker,81,146832.03352864587,152096.03352864587,BuySell,81,14627.25,,Trades - Net Profit/Loss,81,,,DrawDown,81,6.617077960106542,11.147608420031498,MACD_Strategy,81,737789.0,Broker,81,146832.03352864587,152096.03352864587,BuySell,81,,15301.124999999998,Trades - Net Profit/Loss,81,,,DrawDown,81,6.617077960106542,11.147608420031498,Bolling_2_0,80,737788.0,Broker,80,145918.56705729172,151117.81705729172,BuySell,80,,,Trades - Net Profit/Loss,80,,,DrawDown,80,7.217676873591029,11.147608420031498
243,,81,2020-12-30 00:00:00,14870.0,15075.0,14850.0,15040.0,427213.0,,MA_1_0,81,737789.0,Broker,81,146832.03352864587,152096.03352864587,BuySell,81,14627.25,,Trades - Net Profit/Loss,81,,,DrawDown,81,6.617077960106542,11.147608420031498,MACD_Strategy,81,737789.0,Broker,81,146832.03352864587,152096.03352864587,BuySell,81,,15301.124999999998,Trades - Net Profit/Loss,81,,,DrawDown,81,6.617077960106542,11.147608420031498,Bolling_2_0,81,737789.0,Broker,81,146832.03352864587,152096.03352864587,BuySell,81,,,Trades - Net Profit/Loss,81,,,DrawDown,81,6.617077960106542,11.147608420031498
244,,82,2020-12-31 00:00:00,15030.0,15185.0,14980.0,15060.0,424372.0,,MA_1_0,82,737790.0,Broker,82,136701.03352864587,152514.03352864587,BuySell,82,14755.3,,Trades - Net Profit/Loss,82,,,DrawDown,82,6.36043707009067,11.147608420031498,MACD_Strategy,81,737789.0,Broker,81,146832.03352864587,152096.03352864587,BuySell,81,,15301.124999999998,Trades - Net Profit/Loss,81,,,DrawDown,81,6.617077960106542,11.147608420031498,Bolling_2_0,81,737789.0,Broker,81,146832.03352864587,152096.03352864587,BuySell,81,,,Trades - Net Profit/Loss,81,,,DrawDown,81,6.617077960106542,11.147608420031498
245,,82,2020-12-31 00:00:00,15030.0,15185.0,14980.0,15060.0,424372.0,,MA_1_0,82,737790.0,Broker,82,136701.03352864587,152514.03352864587,BuySell,82,14755.3,,Trades - Net Profit/Loss,82,,,DrawDown,82,6.36043707009067,11.147608420031498,MACD_Strategy,82,737790.0,Broker,82,136701.03352864587,152514.03352864587,BuySell,82,14755.3,,Trades - Net Profit/Loss,82,,,DrawDown,82,6.36043707009067,11.147608420031498,Bolling_2_0,81,737789.0,Broker,81,146832.03352864587,152096.03352864587,BuySell,81,,,Trades - Net Profit/Loss,81,,,DrawDown,81,6.617077960106542,11.147608420031498
246,,82,2020-12-31 00:00:00,15030.0,15185.0,14980.0,15060.0,424372.0,,MA_1_0,82,737790.0,Broker,82,136701.03352864587,152514.03352864587,BuySell,82,14755.3,,Trades - Net Profit/Loss,82,,,DrawDown,82,6.36043707009067,11.147608420031498,MACD_Strategy,82,737790.0,Broker,82,136701.03352864587,152514.03352864587,BuySell,82,14755.3,,Trades - Net Profit/Loss,82,,,DrawDown,82,6.36043707009067,11.147608420031498,Bolling_2_0,82,737790.0,Broker,82,136701.03352864587,152514.03352864587,BuySell,82,,,Trades - Net Profit/Loss,82,,,DrawDown,82,6.36043707009067,11.147608420031498
247,,83,2021-01-04 00:00:00,15080.0,15380.0,15075.0,15375.0,387284.0,,MA_1_0,83,737794.0,Broker,83,133810.03352864587,160716.28352864587,BuySell,83,14848.875,,Trades - Net Profit/Loss,83,,,DrawDown,83,1.3244735769502882,11.147608420031498,MACD_Strategy,82,737790.0,Broker,82,136701.03352864587,152514.03352864587,BuySell,82,14755.3,,Trades - Net Profit/Loss,82,,,DrawDown,82,6.36043707009067,11.147608420031498,Bolling_2_0,82,737790.0,Broker,82,136701.03352864587,152514.03352864587,BuySell,82,,,Trades - Net Profit/Loss,82,,,DrawDown,82,6.36043707009067,11.147608420031498
248,,83,2021-01-04 00:00:00,15080.0,15380.0,15075.0,15375.0,387284.0,,MA_1_0,83,737794.0,Broker,83,133810.03352864587,160716.28352864587,BuySell,83,14848.875,,Trades - Net Profit/Loss,83,,,DrawDown,83,1.3244735769502882,11.147608420031498,MACD_Strategy,83,737794.0,Broker,83,133810.03352864587,160716.28352864587,BuySell,83,14848.875,,Trades - Net Profit/Loss,83,,,DrawDown,83,1.3244735769502882,11.147608420031498,Bolling_2_0,82,737790.0,Broker,82,136701.03352864587,152514.03352864587,BuySell,82,,,Trades - Net Profit/Loss,82,,,DrawDown,82,6.36043707009067,11.147608420031498
249,,83,2021-01-04 00:00:00,15080.0,15380.0,15075.0,15375.0,387284.0,,MA_1_0,83,737794.0,Broker,83,133810.03352864587,160716.28352864587,BuySell,83,14848.875,,Trades - Net Profit/Loss,83,,,DrawDown,83,1.3244735769502882,11.147608420031498,MACD_Strategy,83,737794.0,Broker,83,133810.03352864587,160716.28352864587,BuySell,83,14848.875,,Trades - Net Profit/Loss,83,,,DrawDown,83,1.3244735769502882,11.147608420031498,Bolling_2_0,83,737794.0,Broker,83,133810.03352864587,160716.28352864587,BuySell,83,,,Trades - Net Profit/Loss,83,,,DrawDown,83,1.3244735769502882,11.147608420031498
250,,84,2021-01-05 00:00:00,15350.0,15485.0,15215.0,15300.0,437951.0,,MA_1_0,84,737795.0,Broker,84,148351.43815104172,159061.43815104172,BuySell,84,14986.775,,Trades - Net Profit/Loss,84,,,DrawDown,84,2.34050465481388,11.147608420031498,MACD_Strategy,83,737794.0,Broker,83,133810.03352864587,160716.28352864587,BuySell,83,14848.875,,Trades - Net Profit/Loss,83,,,DrawDown,83,1.3244735769502882,11.147608420031498,Bolling_2_0,83,737794.0,Broker,83,133810.03352864587,160716.28352864587,BuySell,83,,,Trades - Net Profit/Loss,83,,,DrawDown,83,1.3244735769502882,11.147608420031498
251,,84,2021-01-05 00:00:00,15350.0,15485.0,15215.0,15300.0,437951.0,,MA_1_0,84,737795.0,Broker,84,148351.43815104172,159061.43815104172,BuySell,84,14986.775,,Trades - Net Profit/Loss,84,,,DrawDown,84,2.34050465481388,11.147608420031498,MACD_Strategy,84,737795.0,Broker,84,148351.43815104172,159061.43815104172,BuySell,84,14986.775,,Trades - Net Profit/Loss,84,,,DrawDown,84,2.34050465481388,11.147608420031498,Bolling_2_0,83,737794.0,Broker,83,133810.03352864587,160716.28352864587,BuySell,83,,,Trades - Net Profit/Loss,83,,,DrawDown,83,1.3244735769502882,11.147608420031498
252,,84,2021-01-05 00:00:00,15350.0,15485.0,15215.0,15300.0,437951.0,,MA_1_0,84,737795.0,Broker,84,148351.43815104172,159061.43815104172,BuySell,84,14986.775,,Trades - Net Profit/Loss,84,,,DrawDown,84,2.34050465481388,11.147608420031498,MACD_Strategy,84,737795.0,Broker,84,148351.43815104172,159061.43815104172,BuySell,84,14986.775,,Trades - Net Profit/Loss,84,,,DrawDown,84,2.34050465481388,11.147608420031498,Bolling_2_0,84,737795.0,Broker,84,148351.43815104172,159061.43815104172,BuySell,84,,15717.274999999998,Trades - Net Profit/Loss,84,,,DrawDown,84,2.34050465481388,11.147608420031498
253,,85,2021-01-06 00:00:00,15325.0,15465.0,15250.0,15430.0,373578.0,,MA_1_0,85,737796.0,Broker,85,149556.96907552087,160357.96907552087,BuySell,85,15021.25,,Trades - Net Profit/Loss,85,,,DrawDown,85,1.5444691275616524,11.147608420031498,MACD_Strategy,84,737795.0,Broker,84,148351.43815104172,159061.43815104172,BuySell,84,14986.775,,Trades - Net Profit/Loss,84,,,DrawDown,84,2.34050465481388,11.147608420031498,Bolling_2_0,84,737795.0,Broker,84,148351.43815104172,159061.43815104172,BuySell,84,,15717.274999999998,Trades - Net Profit/Loss,84,,,DrawDown,84,2.34050465481388,11.147608420031498
254,,85,2021-01-06 00:00:00,15325.0,15465.0,15250.0,15430.0,373578.0,,MA_1_0,85,737796.0,Broker,85,149556.96907552087,160357.96907552087,BuySell,85,15021.25,,Trades - Net Profit/Loss,85,,,DrawDown,85,1.5444691275616524,11.147608420031498,MACD_Strategy,85,737796.0,Broker,85,149556.96907552087,160357.96907552087,BuySell,85,15021.25,,Trades - Net Profit/Loss,85,,,DrawDown,85,1.5444691275616524,11.147608420031498,Bolling_2_0,84,737795.0,Broker,84,148351.43815104172,159061.43815104172,BuySell,84,,15717.274999999998,Trades - Net Profit/Loss,84,,,DrawDown,84,2.34050465481388,11.147608420031498
255,,85,2021-01-06 00:00:00,15325.0,15465.0,15250.0,15430.0,373578.0,,MA_1_0,85,737796.0,Broker,85,149556.96907552087,160357.96907552087,BuySell,85,15021.25,,Trades - Net Profit/Loss,85,,,DrawDown,85,1.5444691275616524,11.147608420031498,MACD_Strategy,85,737796.0,Broker,85,149556.96907552087,160357.96907552087,BuySell,85,15021.25,,Trades - Net Profit/Loss,85,,,DrawDown,85,1.5444691275616524,11.147608420031498,Bolling_2_0,85,737796.0,Broker,85,149556.96907552087,160357.96907552087,BuySell,85,,15696.974999999999,Trades - Net Profit/Loss,85,,,DrawDown,85,1.5444691275616524,11.147608420031498
256,,86,2021-01-07 00:00:00,15440.0,15580.0,15345.0,15535.0,533876.0,,MA_1_0,86,737797.0,Broker,86,150509.48453776047,161383.98453776047,BuySell,86,15114.824999999999,,Trades - Net Profit/Loss,86,,,DrawDown,86,0.9145229041185551,11.147608420031498,MACD_Strategy,85,737796.0,Broker,85,149556.96907552087,160357.96907552087,BuySell,85,15021.25,,Trades - Net Profit/Loss,85,,,DrawDown,85,1.5444691275616524,11.147608420031498,Bolling_2_0,85,737796.0,Broker,85,149556.96907552087,160357.96907552087,BuySell,85,,15696.974999999999,Trades - Net Profit/Loss,85,,,DrawDown,85,1.5444691275616524,11.147608420031498
257,,86,2021-01-07 00:00:00,15440.0,15580.0,15345.0,15535.0,533876.0,,MA_1_0,86,737797.0,Broker,86,150509.48453776047,161383.98453776047,BuySell,86,15114.824999999999,,Trades - Net Profit/Loss,86,,,DrawDown,86,0.9145229041185551,11.147608420031498,MACD_Strategy,86,737797.0,Broker,86,150509.48453776047,161383.98453776047,BuySell,86,15114.824999999999,,Trades - Net Profit/Loss,86,,,DrawDown,86,0.9145229041185551,11.147608420031498,Bolling_2_0,85,737796.0,Broker,85,149556.96907552087,160357.96907552087,BuySell,85,,15696.974999999999,Trades - Net Profit/Loss,85,,,DrawDown,85,1.5444691275616524,11.147608420031498
258,,86,2021-01-07 00:00:00,15440.0,15580.0,15345.0,15535.0,533876.0,,MA_1_0,86,737797.0,Broker,86,150509.48453776047,161383.98453776047,BuySell,86,15114.824999999999,,Trades - Net Profit/Loss,86,,,DrawDown,86,0.9145229041185551,11.147608420031498,MACD_Strategy,86,737797.0,Broker,86,150509.48453776047,161383.98453776047,BuySell,86,15114.824999999999,,Trades - Net Profit/Loss,86,,,DrawDown,86,0.9145229041185551,11.147608420031498,Bolling_2_0,86,737797.0,Broker,86,150509.48453776047,161383.98453776047,BuySell,86,,15813.699999999999,Trades - Net Profit/Loss,86,,,DrawDown,86,0.9145229041185551,11.147608420031498
259,,87,2021-01-08 00:00:00,15505.0,15610.0,15310.0,15415.0,376024.0,,MA_1_0,87,737798.0,Broker,87,149227.99226888025,160018.49226888025,BuySell,87,15080.35,,Trades - Net Profit/Loss,87,,,DrawDown,87,1.7528988639157093,11.147608420031498,MACD_Strategy,86,737797.0,Broker,86,150509.48453776047,161383.98453776047,BuySell,86,15114.824999999999,,Trades - Net Profit/Loss,86,,,DrawDown,86,0.9145229041185551,11.147608420031498,Bolling_2_0,86,737797.0,Broker,86,150509.48453776047,161383.98453776047,BuySell,86,,15813.699999999999,Trades - Net Profit/Loss,86,,,DrawDown,86,0.9145229041185551,11.147608420031498
260,,87,2021-01-08 00:00:00,15505.0,15610.0,15310.0,15415.0,376024.0,,MA_1_0,87,737798.0,Broker,87,149227.99226888025,160018.49226888025,BuySell,87,15080.35,,Trades - Net Profit/Loss,87,,,DrawDown,87,1.7528988639157093,11.147608420031498,MACD_Strategy,87,737798.0,Broker,87,149227.99226888025,160018.49226888025,BuySell,87,15080.35,,Trades - Net Profit/Loss,87,,,DrawDown,87,1.7528988639157093,11.147608420031498,Bolling_2_0,86,737797.0,Broker,86,150509.48453776047,161383.98453776047,BuySell,86,,15813.699999999999,Trades - Net Profit/Loss,86,,,DrawDown,86,0.9145229041185551,11.147608420031498
